# {"down_first":1,"dropped_frames":1,"exercise":"bench_press","frame_period_s":0.011127843796552446,"frame_rate_hz":89.86466904844704,"line_high_m":0.439649535473037,"line_low_m":-0.0312072326636326,"line_mid_m":0.20422115140470218,"lost_frames":0,"n_reps":13,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_131925","smoother_nis":[1.86624305538992,0.9141254566297852,0.41390334053729044]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1572,1654,1654,1737,0.440345,0.834202,0,0,0,0
2,1775,1848,1848,1922,0.493286,0.941471,0,0,0,0
3,1965,2041,2041,2111,0.448866,0.868378,0,0,1,0
4,2160,2232,2232,2327,0.398577,0.563429,0,0,0,0
5,2394,2477,2477,2550,0.491112,0.98406,0,0,0,0
6,2583,2664,2664,2735,0.434767,0.874875,0,0,1,0
7,2787,2869,2869,2959,0.435862,0.710914,0,0,1,0
8,2992,3076,3076,3161,0.487419,0.807834,0,0,0,0
9,3182,3281,3281,3365,0.479007,0.800384,0,0,1,0
10,3412,3488,3488,3563,0.453708,0.80897,0,0,0,0
11,3605,3691,3691,3767,0.447725,0.812203,0,0,0,0
12,3797,3879,3879,3954,0.439822,0.842709,0,0,0,0
13,4228,4308,4308,4367,0.0616524,0.146154,0,0,0,0
