# {"down_first":1,"dropped_frames":8,"exercise":"bench_press","frame_period_s":0.011127693873085317,"frame_rate_hz":89.86587979551736,"line_high_m":0.4421209998407153,"line_low_m":0.015855232390597954,"line_mid_m":0.22898811611565661,"lost_frames":47,"n_reps":13,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_125041","smoother_nis":[17.64828287688554,4.74674094817348,12.232117006492725]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1055,1145,1145,1217,0.413992,0.790006,0,0,0,0
2,1219,1290,1290,1363,0.396446,0.670026,0,0,0,0
3,1366,1439,1439,1523,0.438782,0.648059,0,0,0,0
4,1525,1585,1585,1677,0.497875,0.751044,1,0,1,0
5,1692,1762,1762,1862,0.46579,0.726793,0,0,1,0
6,1864,1931,1931,2050,0.502644,0.694395,1,0,1,0
7,2091,2174,2174,2279,0.434442,0.777356,1,0,1,0
8,2299,2392,2392,2501,0.440526,0.541851,0,0,1,0
9,2608,2711,2711,2815,0.415238,0.658662,0,0,0,0
10,2817,2882,2882,3040,0.414884,0.693303,0,0,0,0
11,3042,3108,3108,3220,0.424743,0.641459,1,0,0,0
12,3222,3290,3290,3496,0.418288,0.645772,0,0,1,0
13,4319,4355,4355,4386,0.402131,1.9207,47,0,0,0
