# {"down_first":0,"dropped_frames":7,"exercise":"deadlift","frame_period_s":0.011127709188911624,"frame_rate_hz":89.86575610696812,"line_high_m":0.021976314610190537,"line_low_m":-0.612174998865273,"line_mid_m":-0.29509934212754124,"lost_frames":0,"n_reps":16,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_125813","smoother_nis":[2.484083776989611,1.3079277259950635,1.027532248756839]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,439,544,342,439,0.714118,1.15473,0,1,0,0
2,639,733,547,639,0.61004,1.069,1,1,0,0
3,820,914,734,820,0.584388,0.994503,0,0,0,0
4,1006,1095,916,1006,0.619041,1.0533,0,0,0,0
5,1185,1281,1097,1185,0.672045,1.13767,0,1,0,0
6,1380,1477,1283,1380,0.623826,1.15357,0,0,0,0
7,1557,1663,1479,1557,0.672098,1.3029,1,1,0,0
8,1768,1863,1666,1768,0.673589,1.20818,1,1,0,0
9,1947,2061,1864,1947,0.632951,1.14538,0,0,0,0
10,2159,2242,2063,2159,0.64877,1.20974,1,0,0,0
11,2340,2428,2244,2340,0.610357,1.13761,0,0,0,0
12,2506,2601,2430,2506,0.606967,1.18114,0,1,0,0
13,2684,2768,2602,2684,0.597611,1.1127,0,0,0,0
14,2889,3015,2771,2889,0.638085,1.01345,0,1,0,0
15,3116,3195,3017,3116,0.585842,1.01084,1,0,0,0
16,3330,3504,3197,3330,0.649662,1.09043,0,1,0,0
