# {"down_first":0,"dropped_frames":10,"exercise":"biceps_curl","frame_period_s":0.011127797665369659,"frame_rate_hz":89.86504158968104,"line_high_m":0.7365133263558424,"line_low_m":0.002169241655890089,"line_mid_m":0.36934128400586624,"lost_frames":0,"n_reps":10,"produced_by":"app: OfflinePipeline","session_id":"session_20260510_153251","smoother_nis":[0.7982119263442649,2.693711751270256,2.207377844296823]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,863,957,790,863,0.666743,1.3928,1,0,0,0
2,1044,1133,959,1044,0.666595,1.16588,0,0,0,0
3,1234,1341,1136,1234,0.759504,1.27279,1,1,0,0
4,1442,1540,1345,1442,0.708592,1.31163,0,0,0,0
5,1645,1739,1543,1645,0.711199,1.18482,0,1,0,0
6,1847,1956,1743,1847,0.758064,1.19492,1,1,0,0
7,2113,2275,2017,2113,0.769499,1.38582,0,1,0,0
8,2372,2472,2278,2372,0.718337,1.17129,0,0,0,0
9,2557,2665,2474,2557,0.73748,1.40513,0,0,0,0
10,2765,2885,2669,2765,0.748811,1.23401,1,0,0,0
