# {"down_first":1,"dropped_frames":8,"exercise":"back_squat","frame_period_s":0.011127842921383198,"frame_rate_hz":89.86467611601579,"line_high_m":0.6940992266511848,"line_low_m":0.15319297332062215,"line_mid_m":0.4236460999859035,"lost_frames":0,"n_reps":20,"produced_by":"app: OfflinePipeline","session_id":"session_20260518_145600","smoother_nis":[0.42712273203030615,2.096932083659033,1.002425253130192]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1123,1208,1208,1280,0.513657,1.08771,0,0,0,0
2,1282,1393,1393,1465,0.492233,1.11289,0,0,1,0
3,1483,1583,1583,1656,0.52128,1.09966,2,0,1,0
4,1676,1774,1774,1849,0.607136,1.19688,0,0,1,0
5,1905,1979,1979,2060,0.531008,1.0962,0,0,0,0
6,2116,2190,2190,2263,0.576455,1.18525,0,0,0,0
7,2266,2415,2415,2492,0.580351,1.13737,0,0,1,0
8,2533,2616,2616,2688,0.563065,1.1343,0,0,0,0
9,2742,2818,2818,2892,0.59096,1.19112,0,0,0,0
10,2943,3022,3022,3096,0.567649,1.15913,0,0,1,0
11,3160,3237,3237,3322,0.504244,0.943217,0,0,0,0
12,3381,3458,3458,3534,0.531773,1.0829,0,0,0,0
13,3589,3665,3665,3757,0.576107,0.896738,0,0,1,0
14,3812,3886,3886,3960,0.527908,1.0335,0,0,0,0
15,4057,4134,4134,4207,0.571641,1.08934,0,0,0,0
16,4673,4750,4750,4841,0.490786,1.00522,0,0,0,0
17,4945,5024,5024,5108,0.547053,1.0372,1,0,0,0
18,5163,5245,5245,5393,0.546271,0.984026,0,0,0,0
19,5396,5473,5473,5613,0.519295,0.962857,0,0,1,0
20,5616,5687,5687,5760,0.474198,0.991316,1,0,1,0
