# {"down_first":1,"dropped_frames":88,"exercise":"bench_press","frame_period_s":0.011127750863060988,"frame_rate_hz":89.86541955387767,"line_high_m":0.45848884063463674,"line_low_m":0.017157917800111562,"line_mid_m":0.23782337921737415,"lost_frames":9,"n_reps":26,"produced_by":"app: OfflinePipeline","session_id":"session_20260517_122316","smoother_nis":[17.444180454593184,4.437598965742963,4.208619223270271]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,907,1110,1110,1182,0.409678,0.741409,0,0,0,0
2,1303,1469,1469,1544,0.446043,0.815462,2,0,0,0
3,1609,1754,1754,1822,0.416903,0.865619,3,0,0,0
4,1885,1977,1977,2029,0.428523,1.10589,1,0,0,0
5,2030,2084,2084,2137,0.453947,1.06478,0,0,0,0
6,2138,2191,2191,2241,0.403562,1.00365,1,0,0,0
7,2243,2296,2296,2347,0.458218,1.23833,1,0,0,0
8,2349,2396,2396,2444,0.458115,1.22712,1,0,1,0
9,2446,2500,2500,2552,0.466029,1.13318,2,0,1,0
10,2553,2608,2608,2665,0.420088,0.948179,1,0,0,0
11,2666,2725,2725,2777,0.408818,1.06762,2,0,0,0
12,2779,2829,2829,2880,0.429372,1.13215,1,0,0,0
13,2881,2967,2967,3065,0.466236,0.701706,4,0,0,0
14,3315,3479,3479,3540,0.480362,1.11386,3,0,0,0
15,3542,3597,3597,3648,0.527688,1.29459,2,0,1,0
16,3650,3706,3706,3761,0.505546,1.18856,4,0,1,0
17,3762,3815,3815,3873,0.480598,1.04706,3,0,1,0
18,3945,4008,4008,4064,0.43592,1.01437,1,0,0,0
19,4066,4123,4123,4183,0.405212,0.900819,0,0,1,0
20,4296,4371,4371,4432,0.454104,0.983613,0,0,0,0
21,4506,4620,4620,4693,0.426481,0.760582,5,0,0,0
22,4735,4831,4831,4901,0.465913,0.865277,2,0,0,0
23,5116,5227,5227,5315,0.446129,0.619212,1,0,0,0
24,5417,5547,5547,5623,0.435336,0.782388,0,0,0,0
25,5696,5821,5821,5893,0.455988,0.791078,3,0,1,0
26,6870,6895,6895,6919,0.19453,1.16066,5,0,0,0
