# {"down_first":0,"dropped_frames":8,"exercise":"biceps_curl","frame_period_s":0.01112779581968491,"frame_rate_hz":89.86505649492727,"line_high_m":0.47920582711271115,"line_low_m":0.10858308291715653,"line_mid_m":0.29389445501493383,"lost_frames":0,"n_reps":36,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_134924","smoother_nis":[1.2945326724726112,1.0861774104077502,0.8915815738376683]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1416,1478,1345,1416,0.366867,0.729896,0,0,0,0
2,1534,1589,1480,1534,0.390309,1.00683,0,1,0,0
3,1648,1707,1591,1648,0.408378,1.0463,0,0,0,0
4,1772,1921,1709,1772,0.423201,0.987112,0,1,0,0
5,1978,2038,1923,1978,0.376035,0.97425,0,0,0,0
6,2093,2148,2040,2093,0.339764,0.910556,0,0,0,0
7,2207,2264,2150,2207,0.438474,1.08494,0,0,0,0
8,2316,2372,2265,2316,0.30668,0.840042,0,0,0,0
9,2431,2486,2374,2431,0.37147,0.923263,0,1,0,0
10,2549,2607,2488,2549,0.395685,0.934594,1,0,0,0
11,2678,2736,2609,2678,0.327358,0.634377,0,0,0,0
12,2797,2853,2738,2797,0.332693,0.793303,0,0,0,0
13,2915,2974,2854,2915,0.375486,0.870208,0,0,0,0
14,3034,3091,2976,3034,0.354191,0.888339,0,0,0,0
15,3149,3205,3093,3149,0.356004,0.928413,0,0,0,0
16,3263,3321,3207,3263,0.364208,0.939967,0,0,0,0
17,3379,3430,3323,3379,0.375652,1.00822,0,1,0,0
18,3486,3542,3432,3486,0.341655,0.896441,0,0,0,0
19,3603,3661,3544,3603,0.423828,1.06756,0,1,0,0
20,3719,3777,3663,3719,0.384923,0.997052,0,0,0,0
21,3838,3900,3779,3838,0.399872,0.982635,0,0,0,0
22,3958,4014,3902,3958,0.396053,1.05922,1,1,0,0
23,4071,4128,4016,4071,0.347392,0.896807,0,1,0,0
24,4187,4247,4130,4187,0.36183,0.919741,0,1,0,0
25,4307,4364,4249,4307,0.380893,0.969256,1,1,0,0
26,4419,4479,4366,4419,0.309825,0.844823,0,0,0,0
27,4545,4607,4481,4545,0.419306,1.00946,0,1,0,0
28,4667,4730,4609,4667,0.356106,0.890014,0,1,0,0
29,4796,4858,4732,4796,0.371705,0.883719,0,1,0,0
30,4924,4996,4860,4924,0.39689,0.904441,0,1,0,0
31,5062,5127,4998,5062,0.442352,1.05999,0,1,0,0
32,5188,5251,5129,5188,0.325765,0.818655,0,1,0,0
33,5337,5413,5254,5337,0.48265,0.870483,0,1,0,0
34,5609,5692,5415,5609,0.58337,0.771443,2,1,0,0
35,5892,6016,5694,5892,0.529261,0.767378,0,0,0,0
36,6114,6244,6019,6114,0.440731,0.88708,0,0,0,0
