# {"down_first":0,"dropped_frames":6,"exercise":"biceps_curl","frame_period_s":0.011127821404532195,"frame_rate_hz":89.86484987912503,"line_high_m":0.6563450734559189,"line_low_m":0.04197004057360094,"line_mid_m":0.3491575570147599,"lost_frames":0,"n_reps":18,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_110924","smoother_nis":[0.8414025917225267,2.333414880043361,1.2684236973475076]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,916,998,825,916,0.638743,1.32426,0,1,0,0
2,1081,1164,1000,1081,0.627233,1.17448,0,1,0,0
3,1245,1326,1167,1245,0.589248,1.23184,0,0,0,0
4,1406,1492,1328,1406,0.611821,1.34955,0,0,0,0
5,1571,1665,1494,1571,0.68364,1.41521,0,1,0,0
6,1750,1843,1667,1750,0.660028,1.21054,0,0,0,0
7,1922,2015,1846,1922,0.601656,1.21675,0,0,0,0
8,2100,2190,2017,2100,0.597806,1.17614,0,0,0,0
9,2281,2368,2193,2281,0.608395,1.16955,0,1,0,0
10,2454,2543,2371,2454,0.597613,1.15202,0,1,0,0
11,2636,2724,2545,2636,0.623749,1.07886,1,1,0,0
12,2810,2909,2727,2810,0.616866,1.18369,0,1,0,0
13,2994,3090,2911,2994,0.634872,1.22743,1,1,0,0
14,3177,3275,3092,3177,0.606613,1.15802,0,0,0,0
15,3373,3465,3277,3373,0.620087,1.12269,0,0,0,0
16,3547,3642,3467,3547,0.655051,1.22161,0,1,0,0
17,3742,3839,3645,3742,0.62502,1.11582,0,1,0,0
18,3943,4029,3842,3943,0.567354,1.09671,0,0,0,0
