# {"down_first":0,"dropped_frames":7,"exercise":"biceps_curl","frame_period_s":0.011127811023622048,"frame_rate_hz":89.86493371222842,"line_high_m":0.6384745947861121,"line_low_m":0.09084511135616113,"line_mid_m":0.36465985307113663,"lost_frames":0,"n_reps":19,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_121741","smoother_nis":[0.523350657174752,1.2231257955411647,0.7390737287563189]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1113,1202,1033,1113,0.588022,1.14201,0,1,0,0
2,1275,1360,1204,1275,0.582687,1.23707,0,1,0,0
3,1431,1516,1362,1431,0.542506,1.23157,0,0,0,0
4,1592,1668,1518,1592,0.54287,1.12584,1,0,0,0
5,1751,1826,1671,1751,0.52873,1.00509,0,0,0,0
6,1903,1979,1828,1903,0.528134,1.02908,0,0,0,0
7,2058,2136,1982,2058,0.540307,1.04225,0,0,0,0
8,2218,2289,2139,2218,0.547473,1.04719,0,1,0,0
9,2372,2448,2291,2372,0.555859,1.02223,0,1,0,0
10,2533,2607,2450,2533,0.569,1.044,0,1,0,0
11,2689,2764,2609,2689,0.572843,1.00637,0,1,0,0
12,2862,2939,2766,2862,0.588669,0.866679,0,1,0,0
13,3039,3128,2942,3039,0.553158,0.792139,0,1,0,0
14,3225,3312,3130,3225,0.553913,0.767544,0,1,0,0
15,3419,3505,3315,3419,0.522462,0.672263,1,0,0,0
16,3621,3706,3508,3621,0.543744,0.719322,1,1,0,0
17,3841,3931,3709,3841,0.571902,0.63805,0,0,0,0
18,4080,4177,3934,4080,0.555981,0.575698,1,0,0,0
19,4348,4448,4180,4348,0.585032,0.463239,0,0,0,0
