# {"down_first":0,"dropped_frames":19,"exercise":"biceps_curl","frame_period_s":0.011127871822174897,"frame_rate_hz":89.86444272365407,"line_high_m":0.6303526977280061,"line_low_m":0.09044209200009622,"line_mid_m":0.36039739486405115,"lost_frames":0,"n_reps":46,"produced_by":"app: OfflinePipeline","session_id":"session_20260510_124644","smoother_nis":[2.132172815463017,2.34713706210228,1.162904262371904]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,654,725,578,654,0.577983,1.3173,1,1,0,0
2,791,855,727,791,0.540605,1.40262,1,1,0,0
3,920,983,857,920,0.466499,1.17609,1,0,0,0
4,1056,1131,987,1056,0.495614,1.26195,1,0,0,0
5,1193,1264,1133,1193,0.522374,1.33328,1,0,0,0
6,1328,1399,1266,1328,0.527651,1.36231,0,0,0,0
7,1466,1534,1401,1466,0.561366,1.42159,1,1,0,0
8,1599,1668,1537,1599,0.516659,1.41621,0,0,0,0
9,1733,1805,1670,1733,0.51351,1.34186,0,0,0,0
10,1867,1940,1807,1867,0.533661,1.42828,0,1,0,0
11,1998,2071,1942,1998,0.5302,1.46517,0,0,0,0
12,2131,2203,2072,2131,0.584616,1.49893,0,0,0,0
13,2267,2336,2205,2267,0.532639,1.41019,0,0,0,0
14,2399,2471,2338,2399,0.548675,1.46545,0,0,0,0
15,2532,2602,2473,2532,0.521416,1.39838,1,0,0,0
16,2666,2739,2604,2666,0.523483,1.43711,0,0,0,0
17,2801,2869,2741,2801,0.528569,1.40842,1,0,0,0
18,2938,3012,2871,2938,0.540989,1.38916,0,1,0,0
19,3078,3152,3014,3078,0.556986,1.44126,0,1,0,0
20,3216,3285,3154,3216,0.536707,1.35809,0,1,0,0
21,3351,3418,3287,3351,0.562705,1.47885,0,1,0,0
22,3482,3546,3421,3482,0.513263,1.36546,0,0,0,0
23,3613,3682,3549,3613,0.533494,1.39519,1,0,0,0
24,3748,3818,3684,3748,0.622123,1.57046,0,1,0,0
25,3882,3954,3821,3882,0.546071,1.5498,1,0,0,0
26,4016,4083,3956,4016,0.549678,1.48947,0,0,0,0
27,4148,4213,4085,4148,0.523274,1.33462,0,0,0,0
28,4278,4346,4216,4278,0.528568,1.46261,0,1,0,0
29,4408,4477,4348,4408,0.548646,1.56684,1,1,0,0
30,4537,4611,4479,4537,0.562761,1.56774,1,0,0,0
31,4670,4740,4613,4670,0.552268,1.60476,1,0,0,0
32,4804,4870,4742,4804,0.574048,1.51632,1,1,0,0
33,4932,4999,4872,4932,0.581754,1.60797,0,1,0,0
34,5060,5132,5001,5060,0.558864,1.51826,0,1,0,0
35,5192,5258,5134,5192,0.522201,1.41448,0,1,0,0
36,5326,5393,5260,5326,0.596894,1.5668,0,1,0,0
37,5456,5527,5395,5456,0.571367,1.56237,1,1,0,0
38,5587,5656,5528,5587,0.589875,1.64713,1,1,0,0
39,5713,5781,5658,5713,0.496215,1.44277,0,0,0,0
40,5842,5912,5783,5842,0.537051,1.44904,0,1,0,0
41,5978,6047,5915,5978,0.506313,1.32189,0,1,0,0
42,6109,6177,6049,6109,0.524104,1.45656,0,1,0,0
43,6241,6306,6179,6241,0.545687,1.48992,0,1,0,0
44,6369,6439,6309,6369,0.521206,1.4032,0,0,0,0
45,6501,6562,6441,6501,0.490379,1.3564,0,1,0,0
46,6627,6692,6564,6627,0.470186,1.28283,0,1,0,0
