# {"down_first":1,"dropped_frames":10,"exercise":"back_squat","frame_period_s":0.01112792182130584,"frame_rate_hz":89.86403895158314,"line_high_m":0.7804442935811682,"line_low_m":0.24531301081162263,"line_mid_m":0.5128786521963954,"lost_frames":0,"n_reps":11,"produced_by":"app: OfflinePipeline","session_id":"session_20260510_161944","smoother_nis":[0.6218671032819552,2.114683875183433,0.8989366240795794]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,799,879,879,954,0.521608,1.04302,0,0,0,0
2,1070,1148,1148,1225,0.526715,1.17796,0,0,0,0
3,1244,1347,1347,1443,0.540574,1.1073,1,0,1,0
4,1469,1547,1547,1621,0.582616,1.21673,0,0,0,0
5,1690,1796,1796,1859,0.525521,1.36299,0,0,1,0
6,1952,2019,2019,2088,0.524341,1.23184,0,0,0,0
7,2305,2391,2391,2464,0.497712,1.09911,0,0,1,0
8,2480,2583,2583,2661,0.584241,1.11927,1,0,0,0
9,2665,2778,2778,2865,0.532104,1.17096,1,0,1,0
10,2875,3011,3011,3093,0.582805,1.12057,2,0,1,0
11,3147,3224,3224,3297,0.556244,1.11887,0,0,0,0
