# {"down_first":0,"dropped_frames":25,"exercise":"barbell_row","frame_period_s":0.011127826559106331,"frame_rate_hz":89.86480825239511,"line_high_m":0.1680020382588438,"line_low_m":-0.6018116685744705,"line_mid_m":-0.21690481515781337,"lost_frames":0,"n_reps":15,"produced_by":"app: OfflinePipeline","session_id":"session_20260510_123849","smoother_nis":[0.7813175337072732,0.5698918016555062,0.9259420466448758]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,792,877,686,792,0.809284,1.39308,0,1,0,0
2,948,1023,879,948,0.762899,1.58984,4,0,0,0
3,1094,1169,1024,1094,0.724664,1.48567,1,0,0,0
4,1240,1314,1171,1240,0.728437,1.48368,0,0,0,0
5,1384,1457,1315,1384,0.756417,1.56657,4,0,0,0
6,1529,1598,1459,1529,0.750812,1.5198,0,0,0,0
7,1669,1738,1600,1669,0.756774,1.52845,1,0,0,0
8,1809,1877,1740,1809,0.754646,1.52109,3,0,0,0
9,1948,2019,1879,1948,0.782019,1.57421,0,0,0,0
10,2089,2161,2021,2089,0.787901,1.60956,0,1,0,0
11,2231,2300,2162,2231,0.753119,1.49092,0,1,0,0
12,2376,2448,2302,2376,0.777883,1.38754,0,1,0,0
13,2523,2595,2449,2523,0.771739,1.39746,1,1,0,0
14,2668,2739,2597,2668,0.793602,1.58492,0,1,0,0
15,2811,2913,2740,2811,0.807181,1.58756,0,1,0,0
