# which inertial sample is which camera frame, from the hardware trigger
# frame_period_s=0.011127827  (89.864808252 Hz, measured from this session's own trigger pulses -- the camera does not run at 90.000)
# trigger_pulses=3224  pulses_the_imu_missed=0
# t_bar_s is the exposure time in the BAR's clock, the same clock as esp_timestamp_us in imu/raw_imu.csv
# imu_sample is a row index into imu/raw_imu.csv; tagged=0 means the inertial stream missed that pulse and the time is interpolated
frame,video_row,t_bar_s,imu_sample,tagged
0,0,2150.663066,6,1
1,1,2150.674199,17,1
2,2,2150.685335,28,1
3,3,2150.696470,39,1
4,4,2150.707608,50,1
5,5,2150.718741,60,1
6,6,2150.729878,71,1
7,7,2150.741013,82,1
8,8,2150.752149,93,1
9,9,2150.763283,104,1
10,10,2150.774418,115,1
11,11,2150.785555,126,1
12,12,2150.796689,137,1
13,13,2150.807824,148,1
14,14,2150.818961,159,1
15,15,2150.830102,170,1
16,16,2150.841230,181,1
17,17,2150.852365,192,1
18,18,2150.863502,203,1
19,19,2150.874636,214,1
20,20,2150.885773,225,1
21,21,2150.896907,236,1
22,22,2150.908042,247,1
23,23,2150.919180,258,1
24,24,2150.930315,269,1
25,25,2150.941450,280,1
26,26,2150.952586,291,1
27,27,2150.963722,302,1
28,28,2150.974857,313,1
29,29,2150.985992,324,1
30,-1,2150.997126,335,1
31,30,2151.008262,346,1
32,31,2151.019398,357,1
33,32,2151.030533,368,1
34,33,2151.041668,379,1
35,34,2151.052804,390,1
36,35,2151.063939,401,1
37,36,2151.075075,412,1
38,37,2151.086211,423,1
39,38,2151.097345,434,1
40,39,2151.108481,445,1
41,40,2151.119616,456,1
42,41,2151.130751,467,1
43,42,2151.141887,478,1
44,43,2151.153023,489,1
45,44,2151.164158,500,1
46,45,2151.175291,511,1
47,46,2151.186428,522,1
48,47,2151.197564,533,1
49,48,2151.208700,544,1
50,49,2151.219833,555,1
51,50,2151.230968,566,1
52,51,2151.242105,577,1
53,52,2151.253238,588,1
54,53,2151.264376,599,1
55,54,2151.275512,610,1
56,55,2151.286645,621,1
57,56,2151.297781,632,1
58,57,2151.308915,643,1
59,58,2151.320051,654,1
60,59,2151.331188,665,1
61,60,2151.342323,676,1
62,61,2151.353460,687,1
63,62,2151.364594,698,1
64,63,2151.375728,709,1
65,64,2151.386863,720,1
66,65,2151.398001,731,1
67,66,2151.409135,742,1
68,67,2151.420270,753,1
69,68,2151.431406,764,1
70,69,2151.442542,775,1
71,70,2151.453676,786,1
72,71,2151.464811,797,1
73,72,2151.475948,808,1
74,73,2151.487082,819,1
75,74,2151.498218,830,1
76,75,2151.509355,841,1
77,76,2151.520489,852,1
78,77,2151.531624,863,1
79,78,2151.542758,874,1
80,79,2151.553895,885,1
81,80,2151.565029,896,1
82,81,2151.576166,907,1
83,82,2151.587301,918,1
84,83,2151.598437,929,1
85,84,2151.609572,940,1
86,85,2151.620706,951,1
87,86,2151.631841,962,1
88,87,2151.642976,973,1
89,88,2151.654114,984,1
90,89,2151.665247,995,1
91,90,2151.676382,1006,1
92,91,2151.687519,1017,1
93,92,2151.698653,1028,1
94,93,2151.709790,1039,1
95,94,2151.720924,1050,1
96,95,2151.732061,1061,1
97,96,2151.743195,1072,1
98,97,2151.754330,1083,1
99,98,2151.765468,1094,1
100,99,2151.776603,1105,1
101,100,2151.787738,1116,1
102,101,2151.798873,1127,1
103,102,2151.810007,1138,1
104,103,2151.821143,1149,1
105,104,2151.832278,1160,1
106,105,2151.843414,1171,1
107,106,2151.853537,1181,1
108,107,2151.864673,1192,1
109,108,2151.875808,1203,1
110,109,2151.886945,1214,1
111,110,2151.898078,1225,1
112,111,2151.909213,1236,1
113,112,2151.920349,1247,1
114,113,2151.931485,1258,1
115,114,2151.942621,1269,1
116,115,2151.953757,1280,1
117,116,2151.964892,1291,1
118,117,2151.976028,1302,1
119,118,2151.987162,1313,1
120,119,2151.998296,1324,1
121,120,2152.009432,1335,1
122,121,2152.020567,1346,1
123,122,2152.031704,1357,1
124,123,2152.042839,1368,1
125,124,2152.053973,1379,1
126,125,2152.065110,1390,1
127,126,2152.076243,1401,1
128,127,2152.087379,1412,1
129,128,2152.098514,1423,1
130,129,2152.109652,1434,1
131,130,2152.120786,1445,1
132,131,2152.131922,1456,1
133,132,2152.143059,1467,1
134,133,2152.154191,1478,1
135,134,2152.165329,1489,1
136,135,2152.176464,1500,1
137,136,2152.187600,1511,1
138,137,2152.198732,1522,1
139,138,2152.209868,1533,1
140,139,2152.221003,1544,1
141,140,2152.232140,1555,1
142,141,2152.243276,1566,1
143,142,2152.254411,1577,1
144,143,2152.265546,1588,1
145,144,2152.276682,1599,1
146,145,2152.287816,1610,1
147,146,2152.298953,1621,1
148,147,2152.310095,1632,1
149,148,2152.321221,1643,1
150,149,2152.332358,1654,1
151,150,2152.343494,1665,1
152,151,2152.354630,1676,1
153,152,2152.365765,1687,1
154,153,2152.376899,1698,1
155,154,2152.388034,1709,1
156,155,2152.399171,1720,1
157,156,2152.410305,1731,1
158,157,2152.421441,1742,1
159,158,2152.432577,1753,1
160,159,2152.443713,1764,1
161,160,2152.454848,1775,1
162,161,2152.465983,1786,1
163,162,2152.477119,1797,1
164,163,2152.488252,1808,1
165,164,2152.499390,1819,1
166,165,2152.510523,1830,1
167,166,2152.521660,1841,1
168,167,2152.532793,1852,1
169,168,2152.543931,1863,1
170,169,2152.555067,1874,1
171,170,2152.566199,1885,1
172,171,2152.577337,1896,1
173,172,2152.588471,1907,1
174,173,2152.599606,1918,1
175,174,2152.610743,1929,1
176,175,2152.621877,1940,1
177,176,2152.633012,1951,1
178,177,2152.644149,1962,1
179,178,2152.655283,1973,1
180,179,2152.666418,1984,1
181,180,2152.677554,1995,1
182,181,2152.688691,2006,1
183,182,2152.699826,2017,1
184,183,2152.710959,2028,1
185,184,2152.722100,2039,1
186,185,2152.733231,2050,1
187,186,2152.744365,2061,1
188,187,2152.755502,2072,1
189,188,2152.766637,2083,1
190,-1,2152.777774,2094,1
191,189,2152.788907,2105,1
192,190,2152.800042,2116,1
193,191,2152.811178,2127,1
194,192,2152.822313,2138,1
195,193,2152.833450,2149,1
196,194,2152.844584,2160,1
197,195,2152.855721,2171,1
198,196,2152.866856,2182,1
199,-1,2152.877992,2193,1
200,197,2152.889125,2204,1
201,198,2152.900261,2215,1
202,199,2152.911396,2226,1
203,200,2152.922533,2237,1
204,201,2152.933668,2248,1
205,202,2152.944804,2259,1
206,203,2152.955938,2270,1
207,204,2152.967073,2281,1
208,205,2152.978208,2292,1
209,206,2152.989346,2303,1
210,207,2153.000480,2314,1
211,208,2153.011616,2325,1
212,209,2153.022750,2336,1
213,210,2153.033886,2347,1
214,211,2153.045022,2358,1
215,212,2153.056157,2369,1
216,213,2153.067291,2380,1
217,214,2153.078427,2391,1
218,215,2153.089564,2402,1
219,216,2153.100699,2413,1
220,217,2153.111835,2424,1
221,218,2153.122968,2435,1
222,219,2153.134105,2446,1
223,220,2153.145239,2457,1
224,221,2153.156376,2468,1
225,222,2153.167510,2479,1
226,223,2153.178646,2490,1
227,224,2153.189780,2501,1
228,225,2153.200917,2512,1
229,226,2153.212054,2523,1
230,227,2153.223186,2534,1
231,228,2153.234323,2545,1
232,229,2153.245459,2556,1
233,230,2153.256593,2567,1
234,-1,2153.267729,2578,1
235,231,2153.278866,2589,1
236,232,2153.289998,2600,1
237,233,2153.301135,2611,1
238,234,2153.312271,2622,1
239,236,2153.323404,2633,1
240,-1,2153.333530,2643,1
241,-1,2153.344663,2654,1
242,237,2153.355801,2665,1
243,238,2153.366936,2676,1
244,-1,2153.378070,2687,1
245,239,2153.389206,2698,1
246,240,2153.400341,2709,1
247,241,2153.411476,2720,1
248,242,2153.422613,2731,1
249,243,2153.433747,2742,1
250,244,2153.444881,2753,1
251,245,2153.456018,2764,1
252,246,2153.467153,2775,1
253,-1,2153.478289,2786,1
254,247,2153.489424,2797,1
255,248,2153.500558,2808,1
256,249,2153.511694,2819,1
257,250,2153.522830,2830,1
258,251,2153.533966,2841,1
259,252,2153.545100,2852,1
260,253,2153.556235,2863,1
261,254,2153.567372,2874,1
262,256,2153.578508,2885,1
263,-1,2153.589643,2896,1
264,257,2153.600777,2907,1
265,258,2153.611912,2918,1
266,259,2153.623049,2929,1
267,260,2153.634185,2940,1
268,-1,2153.645318,2951,1
269,261,2153.656453,2962,1
270,262,2153.667591,2973,1
271,263,2153.678725,2984,1
272,264,2153.689861,2995,1
273,265,2153.700997,3006,1
274,266,2153.712132,3017,1
275,267,2153.723267,3028,1
276,-1,2153.734402,3039,1
277,268,2153.745538,3050,1
278,269,2153.756674,3061,1
279,270,2153.767808,3072,1
280,271,2153.778944,3083,1
281,272,2153.790078,3094,1
282,273,2153.801214,3105,1
283,274,2153.812351,3116,1
284,275,2153.823485,3127,1
285,276,2153.834621,3138,1
286,277,2153.845754,3149,1
287,278,2153.856891,3160,1
288,279,2153.868027,3171,1
289,280,2153.879161,3182,1
290,281,2153.890297,3193,1
291,282,2153.901432,3204,1
292,283,2153.912566,3215,1
293,284,2153.923704,3226,1
294,285,2153.934837,3237,1
295,286,2153.945972,3248,1
296,287,2153.957109,3259,1
297,288,2153.968244,3270,1
298,289,2153.979381,3281,1
299,290,2153.990516,3292,1
300,291,2154.001649,3303,1
301,292,2154.012786,3314,1
302,293,2154.023920,3325,1
303,294,2154.035057,3336,1
304,295,2154.046191,3347,1
305,296,2154.057327,3358,1
306,297,2154.068462,3369,1
307,298,2154.079600,3380,1
308,299,2154.090732,3391,1
309,300,2154.101869,3402,1
310,301,2154.113005,3413,1
311,302,2154.124138,3424,1
312,303,2154.135276,3435,1
313,304,2154.146410,3446,1
314,305,2154.157545,3457,1
315,306,2154.168681,3468,1
316,307,2154.179818,3479,1
317,308,2154.190952,3490,1
318,309,2154.202097,3501,1
319,310,2154.213223,3512,1
320,311,2154.224358,3523,1
321,312,2154.235494,3534,1
322,313,2154.246630,3545,1
323,314,2154.257765,3556,1
324,315,2154.268899,3567,1
325,316,2154.280035,3578,1
326,317,2154.291170,3589,1
327,318,2154.302306,3600,1
328,319,2154.313440,3611,1
329,320,2154.324577,3622,1
330,321,2154.335711,3633,1
331,322,2154.346847,3644,1
332,323,2154.357983,3655,1
333,324,2154.369119,3666,1
334,325,2154.380252,3677,1
335,326,2154.391389,3688,1
336,327,2154.402524,3699,1
337,328,2154.413658,3710,1
338,329,2154.424794,3721,1
339,330,2154.435929,3732,1
340,331,2154.447065,3743,1
341,332,2154.458202,3754,1
342,333,2154.469337,3765,1
343,334,2154.480470,3776,1
344,335,2154.491609,3787,1
345,336,2154.502741,3798,1
346,337,2154.513879,3809,1
347,338,2154.525013,3820,1
348,339,2154.536147,3831,1
349,340,2154.547285,3842,1
350,341,2154.558420,3853,1
351,342,2154.569554,3864,1
352,343,2154.580688,3875,1
353,344,2154.591826,3886,1
354,345,2154.602961,3897,1
355,346,2154.614099,3908,1
356,347,2154.625231,3919,1
357,348,2154.636367,3930,1
358,349,2154.647502,3941,1
359,350,2154.658636,3952,1
360,351,2154.669773,3963,1
361,352,2154.680908,3974,1
362,353,2154.692044,3985,1
363,354,2154.703179,3996,1
364,355,2154.714314,4007,1
365,356,2154.725450,4018,1
366,357,2154.736584,4029,1
367,358,2154.747721,4040,1
368,359,2154.758855,4051,1
369,360,2154.769992,4062,1
370,361,2154.781125,4073,1
371,362,2154.792260,4084,1
372,363,2154.803397,4095,1
373,364,2154.814534,4106,1
374,365,2154.824656,4116,1
375,366,2154.835790,4127,1
376,367,2154.846927,4138,1
377,368,2154.858063,4149,1
378,369,2154.869197,4160,1
379,370,2154.880333,4171,1
380,371,2154.891469,4182,1
381,372,2154.902602,4193,1
382,373,2154.913737,4204,1
383,374,2154.924873,4215,1
384,375,2154.936010,4226,1
385,376,2154.947145,4237,1
386,377,2154.958281,4248,1
387,378,2154.969416,4259,1
388,379,2154.980552,4270,1
389,380,2154.991687,4281,1
390,381,2155.002822,4292,1
391,382,2155.013957,4303,1
392,383,2155.025104,4314,1
393,384,2155.036228,4325,1
394,385,2155.047364,4336,1
395,386,2155.058498,4347,1
396,387,2155.069635,4358,1
397,388,2155.080769,4369,1
398,389,2155.091903,4380,1
399,390,2155.103041,4391,1
400,391,2155.114174,4402,1
401,392,2155.125309,4413,1
402,393,2155.136446,4424,1
403,394,2155.147580,4435,1
404,395,2155.158716,4446,1
405,396,2155.169853,4457,1
406,397,2155.180988,4468,1
407,398,2155.192121,4479,1
408,399,2155.203258,4490,1
409,400,2155.214392,4501,1
410,401,2155.225528,4512,1
411,402,2155.236664,4523,1
412,403,2155.247799,4534,1
413,404,2155.258935,4545,1
414,405,2155.270070,4556,1
415,406,2155.281205,4567,1
416,407,2155.292341,4578,1
417,408,2155.303475,4589,1
418,409,2155.314611,4600,1
419,410,2155.325746,4611,1
420,411,2155.336883,4622,1
421,412,2155.348018,4633,1
422,413,2155.359153,4644,1
423,414,2155.370288,4655,1
424,415,2155.381425,4666,1
425,416,2155.392560,4677,1
426,417,2155.403693,4688,1
427,418,2155.414831,4699,1
428,419,2155.425966,4710,1
429,420,2155.437101,4721,1
430,421,2155.448235,4732,1
431,422,2155.459370,4743,1
432,423,2155.470507,4754,1
433,424,2155.481643,4765,1
434,425,2155.492778,4776,1
435,426,2155.503913,4787,1
436,427,2155.515047,4798,1
437,428,2155.526184,4809,1
438,429,2155.537319,4820,1
439,430,2155.548455,4831,1
440,431,2155.559588,4842,1
441,432,2155.570726,4853,1
442,433,2155.581860,4864,1
443,434,2155.592996,4875,1
444,435,2155.604132,4886,1
445,436,2155.615267,4897,1
446,437,2155.626403,4908,1
447,438,2155.637537,4919,1
448,439,2155.648673,4930,1
449,440,2155.659807,4941,1
450,441,2155.670944,4952,1
451,442,2155.682078,4963,1
452,443,2155.693213,4974,1
453,444,2155.704350,4985,1
454,445,2155.715792,4995,1
455,446,2155.726621,5006,1
456,447,2155.737754,5017,1
457,448,2155.748891,5028,1
458,449,2155.760026,5039,1
459,450,2155.771163,5050,1
460,451,2155.782298,5061,1
461,452,2155.793433,5072,1
462,453,2155.804568,5083,1
463,454,2155.815703,5094,1
464,455,2155.826840,5105,1
465,456,2155.837975,5116,1
466,457,2155.849110,5127,1
467,458,2155.860245,5138,1
468,459,2155.871380,5149,1
469,460,2155.882516,5160,1
470,461,2155.893651,5171,1
471,462,2155.904787,5182,1
472,463,2155.915920,5193,1
473,464,2155.927058,5204,1
474,465,2155.938192,5215,1
475,466,2155.949328,5226,1
476,467,2155.960464,5237,1
477,468,2155.971599,5248,1
478,469,2155.982735,5259,1
479,470,2155.993868,5270,1
480,471,2156.005003,5281,1
481,472,2156.016140,5292,1
482,473,2156.027276,5303,1
483,474,2156.038409,5314,1
484,475,2156.049547,5325,1
485,476,2156.060680,5336,1
486,477,2156.071815,5347,1
487,478,2156.082953,5358,1
488,479,2156.094095,5369,1
489,480,2156.105223,5380,1
490,481,2156.116357,5391,1
491,482,2156.127493,5402,1
492,483,2156.138628,5413,1
493,484,2156.149763,5424,1
494,485,2156.160900,5435,1
495,486,2156.172034,5446,1
496,487,2156.183169,5457,1
497,488,2156.194306,5468,1
498,489,2156.205440,5479,1
499,490,2156.216577,5490,1
500,491,2156.227711,5501,1
501,492,2156.238847,5512,1
502,493,2156.249984,5523,1
503,494,2156.261119,5534,1
504,495,2156.272252,5545,1
505,496,2156.283390,5556,1
506,497,2156.294524,5567,1
507,498,2156.304648,5577,1
508,499,2156.315784,5588,1
509,500,2156.326919,5599,1
510,501,2156.338054,5610,1
511,502,2156.349189,5621,1
512,503,2156.360325,5632,1
513,504,2156.371460,5643,1
514,505,2156.382595,5654,1
515,506,2156.393730,5665,1
516,507,2156.404867,5676,1
517,508,2156.416001,5687,1
518,509,2156.427136,5698,1
519,510,2156.438271,5709,1
520,511,2156.449407,5720,1
521,512,2156.460542,5731,1
522,513,2156.471679,5742,1
523,514,2156.482813,5753,1
524,515,2156.493949,5764,1
525,516,2156.505094,5775,1
526,517,2156.516218,5786,1
527,518,2156.527354,5797,1
528,519,2156.538490,5808,1
529,520,2156.549626,5819,1
530,521,2156.560761,5830,1
531,522,2156.571897,5841,1
532,523,2156.583032,5852,1
533,524,2156.594166,5863,1
534,525,2156.605300,5874,1
535,526,2156.616437,5885,1
536,527,2156.627571,5896,1
537,528,2156.638708,5907,1
538,529,2156.649843,5918,1
539,530,2156.660979,5929,1
