# {"down_first":0,"dropped_frames":8,"exercise":"barbell_row","frame_period_s":0.011127757945425356,"frame_rate_hz":89.86536235820101,"line_high_m":0.0839099981259102,"line_low_m":-0.1858416260072029,"line_mid_m":-0.050965813940646344,"lost_frames":0,"n_reps":21,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_123208","smoother_nis":[12.929014283216887,0.8595319486545265,2.3081597293012828]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,304,353,244,304,0.393092,0.947716,1,1,0,0
2,413,464,355,413,0.223622,0.530645,0,0,0,0
3,523,574,466,523,0.223414,0.5255,0,1,0,0
4,640,689,575,640,0.299406,0.650439,0,1,0,0
5,756,813,691,756,0.336298,0.654342,0,1,0,0
6,877,926,815,877,0.273755,0.556694,1,1,0,0
7,996,1042,928,996,0.311889,0.672398,0,1,0,0
8,1117,1166,1043,1117,0.300404,0.562265,0,1,0,0
9,1229,1279,1168,1229,0.263267,0.648638,0,1,0,0
10,1345,1396,1281,1345,0.252753,0.649493,0,0,0,0
11,1459,1511,1398,1459,0.276339,0.62195,2,1,0,0
12,1578,1630,1513,1578,0.275845,0.586919,0,0,0,0
13,1699,1751,1632,1699,0.257447,0.558174,0,0,0,0
14,1816,1877,1753,1816,0.277635,0.598449,1,0,0,0
15,1941,1996,1879,1941,0.26063,0.587223,1,0,0,0
16,2062,2118,1998,2062,0.277153,0.594342,0,0,0,0
17,2187,2241,2120,2187,0.288258,0.552492,0,0,0,0
18,2302,2366,2243,2302,0.239403,0.613172,0,0,0,0
19,2434,2490,2372,2434,0.239524,0.586395,0,0,0,0
20,2560,2617,2492,2560,0.195274,0.409199,0,0,0,0
21,2689,2788,2619,2689,0.272733,0.448231,0,1,0,0
