# {"down_first":1,"dropped_frames":41,"exercise":"bench_press","frame_period_s":0.011127773122669979,"frame_rate_hz":89.86523979022873,"line_high_m":0.48010116888516163,"line_low_m":-0.01125120533262634,"line_mid_m":0.23442498177626764,"lost_frames":0,"n_reps":16,"produced_by":"app: OfflinePipeline","session_id":"session_20260517_135400","smoother_nis":[1.9747976652504005,0.9734821886452363,0.7400609093713378]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1374,1460,1460,1519,0.37724,0.946033,0,0,0,0
2,1613,1683,1683,1752,0.47816,1.07593,0,0,0,0
3,1755,1827,1827,1890,0.507595,1.15524,2,0,0,0
4,1892,1958,1958,2021,0.523722,1.17419,0,0,0,0
5,2023,2088,2088,2150,0.549244,1.20929,0,0,1,0
6,2152,2221,2221,2286,0.519786,1.09338,2,0,1,0
7,2392,2477,2477,2549,0.45833,0.871566,0,0,0,0
8,2620,2688,2688,2762,0.489502,0.872289,4,0,0,0
9,2948,3015,3015,3092,0.468371,0.848404,1,0,0,0
10,3095,3176,3176,3244,0.497162,0.936522,0,0,0,0
11,3246,3322,3322,3394,0.50339,0.952416,0,0,1,0
12,3466,3544,3544,3624,0.509063,0.78021,1,0,0,0
13,3668,3760,3760,3838,0.463067,0.733188,3,0,0,0
14,4009,4086,4086,4162,0.436406,0.832537,1,0,0,0
15,4217,4291,4291,4369,0.462502,0.746157,0,0,0,0
16,4416,4555,4555,4639,0.446732,0.719499,2,0,0,0
