# {"down_first":0,"dropped_frames":8,"exercise":"biceps_curl","frame_period_s":0.01112789964285704,"frame_rate_hz":89.86421805501243,"line_high_m":0.6007123752295858,"line_low_m":0.10979207642090572,"line_mid_m":0.35525222582524574,"lost_frames":0,"n_reps":15,"produced_by":"app: OfflinePipeline","session_id":"session_20260510_124504","smoother_nis":[1.2854705334072272,1.7735200749533966,1.4590305166896425]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,428,512,337,428,0.549437,1.17866,0,1,0,0
2,588,658,515,588,0.473781,1.06318,1,1,0,0
3,729,802,660,729,0.475667,1.10594,1,0,0,0
4,868,939,804,868,0.514524,1.23378,0,1,0,0
5,1006,1078,941,1006,0.505005,1.22135,0,0,0,0
6,1142,1213,1080,1142,0.502845,1.27724,1,0,0,0
7,1283,1355,1215,1283,0.488625,1.23313,0,0,0,0
8,1421,1496,1358,1421,0.47439,1.22947,1,1,0,0
9,1564,1637,1499,1564,0.482663,1.21299,0,1,0,0
10,1702,1767,1639,1702,0.45968,1.20395,0,0,0,0
11,1838,1911,1770,1838,0.506508,1.27864,0,0,0,0
12,1976,2046,1913,1976,0.47608,1.24015,0,1,0,0
13,2120,2196,2050,2120,0.522007,1.23636,0,0,0,0
14,2266,2338,2198,2266,0.477393,1.19484,1,1,0,0
15,2416,2489,2341,2416,0.530286,1.22437,0,1,0,0
