# {"down_first":1,"dropped_frames":6,"exercise":"back_squat","frame_period_s":0.011127875895336944,"frame_rate_hz":89.86440983036509,"line_high_m":0.8454170438308686,"line_low_m":0.21831525359531095,"line_mid_m":0.5318661487130898,"lost_frames":1,"n_reps":20,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_124842","smoother_nis":[2.320320790608639,1.81699463823016,0.5310192821735974]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1038,1256,1256,1359,0.595999,0.786741,0,0,1,0
2,1411,1521,1521,1629,0.621335,0.815722,0,0,1,0
3,1681,1786,1786,1921,0.624374,0.823351,0,0,1,0
4,1945,2048,2048,2187,0.654294,0.841462,0,0,1,0
5,2192,2303,2303,2445,0.664438,0.783456,0,0,1,0
6,2449,2559,2559,2690,0.59604,0.835397,0,0,1,0
7,2694,2804,2804,2943,0.585629,0.810802,0,0,1,0
8,2946,3047,3047,3183,0.587923,0.725174,1,0,1,0
9,3187,3292,3292,3441,0.608778,0.749427,0,0,1,0
10,3444,3544,3544,3649,0.608226,0.748892,0,0,0,0
11,3681,3784,3784,3903,0.622771,0.7561,0,0,0,0
12,3913,4024,4024,4125,0.633279,0.875659,0,0,1,0
13,4156,4254,4254,4385,0.618189,0.773733,1,0,0,0
14,4390,4495,4495,4599,0.639415,0.89638,0,0,0,0
15,4630,4734,4734,4839,0.654465,0.919784,0,0,0,0
16,4888,4981,4981,5103,0.632076,0.840778,0,0,1,0
17,5117,5214,5214,5342,0.640072,0.821602,0,0,0,0
18,5349,5441,5441,5571,0.617556,0.775086,1,0,0,0
19,5591,5687,5687,5810,0.641571,0.834622,2,0,0,0
20,5816,5931,5931,6049,0.655797,0.805267,0,0,1,0
