# {"down_first":1,"dropped_frames":10,"exercise":"bench_press","frame_period_s":0.011127764169541648,"frame_rate_hz":89.86531209361439,"line_high_m":0.42531121657157966,"line_low_m":0.0047228954893828775,"line_mid_m":0.21501705603048127,"lost_frames":0,"n_reps":27,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_142117","smoother_nis":[1.0996790467472999,0.7419787444196726,1.136455881385922]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,2158,2311,2311,2388,0.441261,0.868662,1,0,1,0
2,2391,2500,2500,2568,0.455526,1.03594,0,0,1,0
3,2571,2678,2678,2764,0.410442,0.842529,0,0,1,0
4,2767,2867,2867,2942,0.440939,0.957614,0,0,0,0
5,2946,3054,3054,3131,0.4133,0.894686,0,0,1,0
6,3134,3232,3232,3312,0.434869,0.859927,0,0,0,0
7,3315,3401,3401,3494,0.44143,0.705502,0,0,1,0
8,3497,3598,3598,3670,0.39968,0.882258,1,0,1,0
9,3673,3778,3778,3861,0.438678,0.826203,0,0,1,0
10,3863,3952,3952,4048,0.447135,0.740947,0,0,1,0
11,4050,4143,4143,4219,0.404165,0.855477,0,0,1,0
12,4222,4318,4318,4390,0.428673,0.893215,0,0,1,0
13,4393,4503,4503,4581,0.438406,0.843778,0,0,1,0
14,4584,4681,4681,4769,0.411759,0.68124,0,0,1,0
15,4773,4877,4877,4951,0.421588,0.856244,0,0,0,0
16,4968,5053,5053,5134,0.42349,0.86348,1,0,1,0
17,5151,5242,5242,5328,0.414302,0.748934,0,0,0,0
18,5338,5437,5437,5512,0.399889,0.80999,0,0,0,0
19,5519,5615,5615,5703,0.42016,0.764474,0,0,0,0
20,5706,5809,5809,5887,0.41998,0.811129,0,0,0,0
21,6021,6125,6125,6210,0.444479,0.805971,1,0,0,0
22,6221,6320,6320,6400,0.412554,0.721687,0,0,1,0
23,6403,6513,6513,6588,0.406839,0.748538,1,0,0,0
24,6617,6708,6708,6809,0.433884,0.668605,0,0,0,0
25,6812,6908,6908,6975,0.394304,0.883113,0,0,0,0
26,6978,7068,7068,7181,0.415635,0.674503,0,0,0,0
27,7186,7296,7296,7395,0.386116,0.636054,1,0,1,0
