# {"down_first":0,"dropped_frames":1,"exercise":"biceps_curl","frame_period_s":0.011127715730337093,"frame_rate_hz":89.86570327940134,"line_high_m":0.5405114010717796,"line_low_m":-0.06312488525302236,"line_mid_m":0.23869325790937865,"lost_frames":0,"n_reps":10,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_131604","smoother_nis":[2.4462537596853067,1.6775868937083545,1.1215624982740715]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1377,1485,1272,1377,0.526822,0.864748,0,0,0,0
2,1579,1693,1494,1579,0.5503,1.09708,0,0,0,0
3,1786,1882,1696,1786,0.590393,1.09097,0,0,0,0
4,1971,2081,1885,1971,0.586393,1.13217,0,0,0,0
5,2177,2270,2084,2177,0.623286,1.11358,0,0,0,0
6,2398,2493,2274,2398,0.594043,1.00979,0,0,0,0
7,2618,2712,2503,2618,0.647684,1.05718,0,1,0,0
8,2832,2918,2714,2832,0.600191,1.01215,0,1,0,0
9,3046,3141,2921,3046,0.594433,0.938016,0,1,0,0
10,3245,3315,3145,3245,0.614138,0.958438,0,0,0,0
