esp_timestamp_us,host_timestamp_s,unified_time_s,accel_x_raw,accel_y_raw,accel_z_raw,gyro_x_raw,gyro_y_raw,gyro_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,temperature_c,fsync_flag
1804705031,23173.521448,1777902005.128012,232,1828,913,-3,-2,0,0.113281,0.892578,0.445801,-0.183105,-0.122070,0.000000,21.41,0
1804706041,23173.521493,1777902005.129022,236,1827,913,-2,-1,0,0.115234,0.892090,0.445801,-0.122070,-0.061035,0.000000,21.21,0
1804707056,23173.521500,1777902005.130037,237,1823,918,-2,0,0,0.115723,0.890137,0.448242,-0.122070,0.000000,0.000000,21.44,0
1804708067,23173.521507,1777902005.131048,236,1822,921,-3,-1,1,0.115234,0.889648,0.449707,-0.183105,-0.061035,0.061035,21.38,0
1804709080,23173.521513,1777902005.132061,234,1825,920,-3,-2,0,0.114258,0.891113,0.449219,-0.183105,-0.122070,0.000000,21.41,1
1804710098,23173.521520,1777902005.133079,233,1828,919,-3,-1,0,0.113770,0.892578,0.448730,-0.183105,-0.061035,0.000000,21.33,0
1804711104,23173.521527,1777902005.134085,233,1827,918,-3,-1,1,0.113770,0.892090,0.448242,-0.183105,-0.061035,0.061035,21.33,0
1804712115,23173.521533,1777902005.135096,233,1829,918,-3,-1,0,0.113770,0.893066,0.448242,-0.183105,-0.061035,0.000000,21.42,0
1804713129,23173.529975,1777902005.136110,235,1829,920,-2,-1,-1,0.114746,0.893066,0.449219,-0.122070,-0.061035,-0.061035,21.44,0
1804714140,23173.529995,1777902005.137121,234,1827,919,-2,-1,-1,0.114258,0.892090,0.448730,-0.122070,-0.061035,-0.061035,21.41,0
1804715154,23173.530016,1777902027.355550,236,1827,917,-2,-1,-1,0.115234,0.892090,0.447754,-0.122070,-0.061035,-0.061035,21.47,0
1804716165,23173.530026,1777902024.485154,236,1829,919,-2,-1,-1,0.115234,0.893066,0.448730,-0.122070,-0.061035,-0.061035,21.44,0
1804717176,23173.530036,1777902021.146965,231,1829,921,-2,-1,0,0.112793,0.893066,0.449707,-0.122070,-0.061035,0.000000,21.39,0
1804718190,23173.530045,1777902018.251061,229,1827,919,-2,-1,0,0.111816,0.892090,0.448730,-0.122070,-0.061035,0.000000,21.41,0
1804719201,23173.530054,1777902014.635878,234,1829,919,-2,-1,0,0.114258,0.893066,0.448730,-0.122070,-0.061035,0.000000,21.29,0
