# {"down_first":1,"dropped_frames":16,"exercise":"bench_press","frame_period_s":0.011127696240841032,"frame_rate_hz":89.86586067381903,"line_high_m":0.46729297548644627,"line_low_m":0.00016152577416377674,"line_mid_m":0.23372725063030503,"lost_frames":0,"n_reps":27,"produced_by":"app: OfflinePipeline","session_id":"session_20260517_183712","smoother_nis":[3028.413784044769,211.72624800792744,50.428712494954354]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1108,1209,1209,1260,0.402814,1.1822,0,0,0,0
2,1262,1322,1322,1395,0.493639,1.35541,0,0,0,0
3,1444,1533,1533,1587,0.44689,1.22829,0,0,0,0
4,1588,1657,1657,1708,0.440666,1.24098,0,0,0,0
5,1710,1773,1773,1821,0.458396,1.36398,0,0,0,0
6,1822,1878,1878,1924,0.455744,1.45344,1,0,1,0
7,1926,1983,1983,2029,0.496911,1.55997,1,0,0,0
8,2030,2098,2098,2146,0.486036,1.43671,0,0,1,0
9,2148,2203,2203,2247,0.43546,1.44561,0,0,0,0
10,2248,2303,2303,2349,0.456125,1.42117,0,0,0,0
11,2350,2407,2407,2461,0.49528,1.34243,0,0,0,0
12,2632,2920,2920,3209,0.459131,0.384092,0,0,0,0
13,3357,3427,3427,3472,0.470109,1.50468,0,0,0,0
14,3473,3534,3534,3583,0.51367,1.5706,1,0,1,0
15,3585,3640,3640,3684,0.468723,1.52385,0,0,0,0
16,3685,3742,3742,3788,0.486218,1.53433,0,0,0,0
17,3789,3849,3849,3895,0.459836,1.48938,0,0,1,0
18,3896,3957,3957,4007,0.464938,1.37415,0,0,1,0
19,4009,4068,4068,4115,0.47128,1.44908,0,0,1,0
20,4116,4174,4174,4219,0.488687,1.49136,0,0,0,0
21,4221,4272,4272,4320,0.507824,1.49618,0,0,1,0
22,4321,4375,4375,4470,0.457094,0.650972,0,0,1,0
23,4618,4691,4691,4744,0.505032,1.35407,0,0,0,0
24,4746,4805,4805,4858,0.489616,1.31507,0,0,1,0
25,4859,4939,4939,4997,0.461814,1.22292,1,0,1,0
26,5576,5591,5591,5624,2.31834,10.7616,0,0,0,0
27,5625,5655,5655,5670,0.133508,1.24441,0,0,1,0
