# {"down_first":0,"dropped_frames":0,"exercise":"barbell_row","frame_period_s":0.011127672727272709,"frame_rate_hz":89.86605056680983,"line_high_m":0.057627728031826836,"line_low_m":-0.38856250869120496,"line_mid_m":-0.16546739032968905,"lost_frames":0,"n_reps":17,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_125429","smoother_nis":[1.5157895673172106,0.4810982966014607,0.5535297656664392]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,656,811,587,656,0.544005,1.07497,0,1,0,0
2,876,947,813,876,0.441144,0.97965,0,1,0,0
3,1011,1086,949,1011,0.390889,0.869416,0,0,0,0
4,1151,1226,1088,1151,0.371837,0.8353,0,0,0,0
5,1296,1375,1228,1296,0.421642,0.895973,0,0,0,0
6,1441,1517,1377,1441,0.398795,0.898357,0,0,0,0
7,1584,1667,1519,1584,0.456103,0.993234,0,0,0,0
8,1732,1816,1669,1732,0.416242,0.925144,0,0,0,0
9,1886,1970,1819,1886,0.43479,0.95427,0,0,0,0
10,2036,2117,1972,2036,0.43459,0.951257,0,0,0,0
11,2187,2267,2119,2187,0.478246,1.08028,0,1,0,0
12,2338,2419,2270,2338,0.497432,1.0674,0,1,0,0
13,2489,2565,2421,2489,0.480575,1.02754,0,1,0,0
14,2640,2729,2568,2640,0.470248,1.00427,0,1,0,0
15,2799,2882,2731,2799,0.427744,0.919086,0,1,0,0
16,2948,3023,2884,2948,0.464424,1.02189,0,1,0,0
17,3094,3222,3026,3094,0.509259,1.06791,0,1,0,0
