# {"down_first":0,"dropped_frames":6,"exercise":"barbell_row","frame_period_s":0.01112769928613918,"frame_rate_hz":89.86583608038494,"line_high_m":0.13884111929681053,"line_low_m":-0.2703410952083335,"line_mid_m":-0.06574998795576148,"lost_frames":0,"n_reps":25,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_122943","smoother_nis":[3.9914252922063764,1.097457197125215,2.144434059118895]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,480,551,426,480,0.442815,1.17296,0,1,0,0
2,604,669,552,604,0.4403,1.24604,0,1,0,0
3,724,786,671,724,0.377241,1.05623,0,1,0,0
4,838,898,788,838,0.363503,1.06583,0,1,0,0
5,953,1012,900,953,0.428675,1.1923,1,1,0,0
6,1061,1115,1013,1061,0.353023,1.0396,0,0,0,0
7,1168,1221,1116,1168,0.382024,1.01704,0,1,0,0
8,1273,1329,1223,1273,0.408265,1.14018,0,1,0,0
9,1380,1435,1331,1380,0.404545,1.15811,0,1,0,0
10,1486,1538,1437,1486,0.361234,1.04765,0,0,0,0
11,1587,1639,1540,1587,0.397707,1.16135,0,0,0,0
12,1687,1739,1640,1687,0.376582,1.1166,0,0,0,0
13,1789,1840,1741,1789,0.406846,1.16998,0,0,0,0
14,1890,1941,1842,1890,0.403077,1.17655,0,0,0,0
15,1990,2042,1942,1990,0.399446,1.15494,0,0,0,0
16,2091,2143,2043,2091,0.391806,1.14781,0,0,0,0
17,2194,2248,2145,2194,0.41396,1.18728,2,0,0,0
18,2297,2350,2249,2297,0.415658,1.2275,0,0,0,0
19,2400,2453,2351,2400,0.425935,1.21985,0,1,0,0
20,2504,2558,2455,2504,0.42584,1.23487,0,0,0,0
21,2608,2664,2559,2608,0.436861,1.27857,0,0,0,0
22,2717,2774,2665,2717,0.424865,1.16839,0,1,0,0
23,2826,2886,2775,2826,0.433256,1.21234,0,1,0,0
24,2939,3000,2888,2939,0.425802,1.21163,0,1,0,0
25,3054,3107,3002,3054,0.437705,1.22176,1,1,0,0
