# {"down_first":1,"dropped_frames":17,"exercise":"bench_press","frame_period_s":0.011127840523882895,"frame_rate_hz":89.86469547741729,"line_high_m":0.45587521786548946,"line_low_m":-0.02607988044896638,"line_mid_m":0.21489766870826155,"lost_frames":0,"n_reps":20,"produced_by":"app: OfflinePipeline","session_id":"session_20260518_140924","smoother_nis":[1.10045895423833,0.9412299305982451,0.63806103347308]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1415,1512,1512,1584,0.484039,0.969457,1,0,0,0
2,1586,1677,1677,1740,0.497162,1.14557,0,0,0,0
3,1742,1826,1826,1889,0.495947,1.10909,0,0,0,0
4,1891,1959,1959,2023,0.51219,1.21921,1,0,0,0
5,2025,2088,2088,2157,0.534543,1.12551,1,0,0,0
6,2159,2227,2227,2288,0.522561,1.26552,2,0,1,0
7,2291,2373,2373,2464,0.536124,1.06402,1,0,0,0
8,2466,2532,2532,2596,0.503083,1.02221,0,0,1,0
9,2598,2694,2694,2769,0.450315,0.910921,2,0,1,0
10,2774,2858,2858,2926,0.483814,0.942498,0,0,1,0
11,2928,2999,2999,3061,0.500393,1.14131,1,0,1,0
12,3085,3141,3141,3207,0.451476,0.925994,0,0,0,0
13,3234,3302,3302,3367,0.487302,0.976256,0,0,0,0
14,3369,3454,3454,3524,0.46346,0.89989,0,0,1,0
15,3553,3619,3619,3684,0.470608,0.94817,0,0,1,0
16,3686,3776,3776,3838,0.444152,0.991324,0,0,1,0
17,3868,3937,3937,4002,0.437327,0.982548,0,0,0,0
18,4028,4088,4088,4160,0.436796,0.789403,1,0,0,0
19,4185,4241,4241,4307,0.488921,1.00742,0,0,0,0
20,4335,4398,4398,4470,0.458518,0.887959,0,0,0,0
