# {"down_first":0,"dropped_frames":8,"exercise":"barbell_row","frame_period_s":0.011127796345641405,"frame_rate_hz":89.86505224744569,"line_high_m":0.07009508137767227,"line_low_m":-0.1590400986311413,"line_mid_m":-0.04447250862673451,"lost_frames":0,"n_reps":15,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_122803","smoother_nis":[1.3358019292746504,1.6294703715133776,2.4407602050997514]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,388,461,330,388,0.247497,0.487059,0,0,0,0
2,523,585,463,523,0.422305,1.05272,0,1,0,0
3,646,695,587,646,0.249775,0.632975,0,1,0,0
4,763,817,698,763,0.180602,0.42079,0,0,0,0
5,889,944,819,889,0.318448,0.60828,1,1,0,0
6,1010,1075,946,1010,0.289316,0.65794,1,1,0,0
7,1135,1199,1077,1135,0.238558,0.554999,0,0,0,0
8,1262,1327,1202,1262,0.250909,0.602866,0,0,0,0
9,1390,1458,1329,1390,0.226959,0.493435,0,0,0,0
10,1515,1585,1461,1515,0.169631,0.450836,1,0,0,0
11,1651,1715,1588,1651,0.228456,0.545991,1,0,0,0
12,1789,1923,1718,1789,0.251433,0.531734,0,1,0,0
13,1995,2069,1926,1995,0.294037,0.615459,1,1,0,0
14,2138,2198,2072,2138,0.268148,0.56615,0,1,0,0
15,2270,2334,2201,2270,0.240883,0.518564,0,1,0,0
