# {"down_first":0,"dropped_frames":7,"exercise":"biceps_curl","frame_period_s":0.011127851298953077,"frame_rate_hz":89.86460846166064,"line_high_m":0.6681480175318053,"line_low_m":-0.03132719110563789,"line_mid_m":0.3184104132130837,"lost_frames":0,"n_reps":16,"produced_by":"app: OfflinePipeline","session_id":"session_20260510_161111","smoother_nis":[2.02505541292405,1.9216555277106266,1.7184141085808338]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,944,1057,821,944,0.743807,1.44723,0,1,0,0
2,1171,1270,1061,1171,0.663439,1.53292,0,0,0,0
3,1364,1530,1294,1364,0.717267,1.71743,1,0,0,0
4,1632,1769,1532,1632,0.665475,1.57847,1,0,0,0
5,1880,2000,1772,1880,0.748184,1.68572,1,1,0,0
6,2071,2209,2003,2071,0.682133,1.67015,0,0,0,0
7,2319,2448,2218,2319,0.665338,1.42865,1,0,0,0
8,2560,2726,2486,2560,0.701175,1.51033,1,0,0,0
9,2801,2944,2729,2801,0.712168,1.69671,0,1,0,0
10,3112,3209,2975,3112,0.705724,1.55251,0,1,0,0
11,3289,3449,3213,3289,0.766928,1.78819,2,1,0,0
12,3588,3670,3452,3588,0.700472,1.43508,0,0,0,0
13,3777,3934,3681,3777,0.699229,1.30238,0,1,0,0
14,4074,4177,3939,4074,0.687892,1.47353,0,0,0,0
15,4256,4397,4180,4256,0.730694,1.58858,0,1,0,0
16,4503,4673,4427,4503,0.750957,1.62135,0,1,0,0
