esp_timestamp_us,host_timestamp_s,unified_time_s,accel_x_raw,accel_y_raw,accel_z_raw,gyro_x_raw,gyro_y_raw,gyro_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,temperature_c,fsync_flag
389646413,21758.503158,1777900590.114612,-269,-1727,-1028,-3,-1,-1,-0.131348,-0.843262,-0.501953,-0.183105,-0.061035,-0.061035,21.07,0
389647425,21758.503192,1777900590.115624,-265,-1732,-1033,-3,-1,-1,-0.129395,-0.845703,-0.504395,-0.183105,-0.061035,-0.061035,21.17,0
389648436,21758.503204,1777900590.116635,-266,-1737,-1039,-3,-1,-2,-0.129883,-0.848145,-0.507324,-0.183105,-0.061035,-0.122070,21.21,0
389649450,21758.503212,1777900590.117649,-267,-1736,-1037,-3,-2,-1,-0.130371,-0.847656,-0.506348,-0.183105,-0.122070,-0.061035,21.17,0
389650460,21758.503218,1777900590.118659,-265,-1733,-1031,-3,-2,-1,-0.129395,-0.846191,-0.503418,-0.183105,-0.122070,-0.061035,21.33,0
389651474,21758.503224,1777900590.119673,-269,-1731,-1026,-4,-1,0,-0.131348,-0.845215,-0.500977,-0.244141,-0.061035,0.000000,21.14,1
389652485,21758.503231,1777900590.120684,-272,-1732,-1025,-4,-1,0,-0.132812,-0.845703,-0.500488,-0.244141,-0.061035,0.000000,21.20,0
389653498,21758.503237,1777900590.121697,-270,-1732,-1029,-3,0,0,-0.131836,-0.845703,-0.502441,-0.183105,0.000000,0.000000,21.06,0
389654510,21758.511274,1777900590.122709,-269,-1733,-1029,-3,0,-1,-0.131348,-0.846191,-0.502441,-0.183105,0.000000,-0.061035,21.01,0
389655521,21758.511307,1777900590.123720,-269,-1736,-1026,-4,-1,-2,-0.131348,-0.847656,-0.500977,-0.244141,-0.061035,-0.122070,21.07,0
389656535,21758.511317,1777900712.771897,-269,-1736,-1029,-4,-1,-1,-0.131348,-0.847656,-0.502441,-0.244141,-0.061035,-0.061035,21.14,0
389657548,21758.511326,1777900691.463615,-271,-1735,-1032,-3,-1,0,-0.132324,-0.847168,-0.503906,-0.183105,-0.061035,0.000000,21.15,0
389658561,21758.511335,1777900671.161314,-270,-1733,-1029,-3,-1,0,-0.131836,-0.846191,-0.502441,-0.183105,-0.061035,0.000000,21.07,0
389659570,21758.511344,1777900649.811761,-272,-1732,-1033,-2,0,0,-0.132812,-0.845703,-0.504395,-0.122070,0.000000,0.000000,21.07,0
389660584,21758.511352,1777900629.894420,-274,-1734,-1037,-3,0,-1,-0.133789,-0.846680,-0.506348,-0.183105,0.000000,-0.061035,21.07,0
389661596,21758.511362,1777900608.468881,-272,-1734,-1033,-3,0,-1,-0.132812,-0.846680,-0.504395,-0.183105,0.000000,-0.061035,21.07,0
389662607,21758.519362,1777900586.993703,-271,-1735,-1032,-3,0,-1,-0.132324,-0.847168,-0.503906,-0.183105,0.000000,-0.061035,21.14,1
389663619,21758.519389,1777900620.757404,-271,-1734,-1035,-3,-1,0,-0.132324,-0.846680,-0.505371,-0.183105,-0.061035,0.000000,21.29,0
389664633,21758.519400,1777900629.675010,-271,-1734,-1037,-3,-1,1,-0.132324,-0.846680,-0.506348,-0.183105,-0.061035,0.061035,21.24,0
389665645,21758.519410,1777900628.515459,-271,-1735,-1036,-3,-2,-1,-0.132324,-0.847168,-0.505859,-0.183105,-0.122070,-0.061035,21.17,0
389666656,21758.519419,1777900623.863253,-271,-1737,-1035,-3,-2,-2,-0.132324,-0.848145,-0.505371,-0.183105,-0.122070,-0.122070,21.21,0
389667671,21758.519429,1777900616.824169,-271,-1735,-1035,-2,-1,-1,-0.132324,-0.847168,-0.505371,-0.122070,-0.061035,-0.061035,21.32,0
389668680,21758.519438,1777900607.822443,-271,-1733,-1036,-2,-1,0,-0.132324,-0.846191,-0.505859,-0.122070,-0.061035,0.000000,21.23,0
389669693,21758.519448,1777900598.864284,-269,-1734,-1032,-2,-1,-1,-0.131348,-0.846680,-0.503906,-0.122070,-0.061035,-0.061035,21.07,0
389670705,21758.527482,1777900588.337230,-269,-1734,-1030,-1,-1,-1,-0.131348,-0.846680,-0.502930,-0.061035,-0.061035,-0.061035,21.15,0
389671718,21758.527505,1777900602.098751,-270,-1729,-1033,-2,0,1,-0.131836,-0.844238,-0.504395,-0.122070,0.000000,0.061035,21.07,0
389672731,21758.527512,1777900608.427935,-270,-1727,-1033,-2,0,1,-0.131836,-0.843262,-0.504395,-0.122070,0.000000,0.061035,21.14,0
389673742,21758.527519,1777900609.983089,-272,-1732,-1032,-2,-1,0,-0.132812,-0.845703,-0.503906,-0.122070,-0.061035,0.000000,21.15,1
389674754,21758.527525,1777900608.365695,-273,-1737,-1036,-1,-2,-1,-0.133301,-0.848145,-0.505859,-0.061035,-0.122070,-0.061035,21.14,0
389675768,21758.527531,1777900605.310862,-272,-1737,-1033,-2,-2,0,-0.132812,-0.848145,-0.504395,-0.122070,-0.122070,0.000000,21.01,0
389676779,21758.527538,1777900601.008516,-269,-1737,-1028,-2,-1,1,-0.131348,-0.848145,-0.501953,-0.122070,-0.061035,0.061035,21.07,0
389677790,21758.527545,1777900595.559716,-271,-1736,-1033,-2,-1,1,-0.132324,-0.847656,-0.504395,-0.122070,-0.061035,0.061035,21.15,0
389678805,21758.535566,1777900590.127368,-274,-1731,-1032,-2,-1,0,-0.133789,-0.845215,-0.503906,-0.122070,-0.061035,0.000000,21.06,0
389679817,21758.535585,1777900590.128379,-272,-1730,-1028,-3,-2,0,-0.132812,-0.844727,-0.501953,-0.183105,-0.122070,0.000000,21.12,0
389680829,21758.535591,1777900590.129389,-272,-1734,-1030,-2,-2,0,-0.132812,-0.846680,-0.502930,-0.122070,-0.122070,0.000000,21.20,0
389681840,21758.535597,1777900590.130399,-274,-1736,-1030,-1,-2,1,-0.133789,-0.847656,-0.502930,-0.061035,-0.122070,0.061035,21.12,0
389682854,21758.535603,1777900590.131411,-271,-1735,-1029,-1,-2,1,-0.132324,-0.847168,-0.502441,-0.061035,-0.122070,0.061035,21.18,0
389683865,21758.535609,1777900590.132421,-269,-1735,-1029,-1,-1,1,-0.131348,-0.847168,-0.502441,-0.061035,-0.061035,0.061035,21.20,0
389684876,21758.535615,1777900590.133430,-271,-1733,-1030,-1,-1,1,-0.132324,-0.846191,-0.502930,-0.061035,-0.061035,0.061035,21.17,1
389685889,21758.535622,1777900590.134441,-271,-1730,-1033,-1,-1,2,-0.132324,-0.844727,-0.504395,-0.061035,-0.061035,0.122070,21.11,0
389686903,21758.543755,1777900590.135484,-270,-1732,-1034,-2,-1,0,-0.131836,-0.845703,-0.504883,-0.122070,-0.061035,0.000000,21.04,0
389687913,21758.543776,1777900590.136493,-270,-1735,-1031,-2,-1,-1,-0.131836,-0.847168,-0.503418,-0.122070,-0.061035,-0.061035,21.04,0
389688928,21758.543786,1777900590.137507,-271,-1734,-1028,-1,-1,0,-0.132324,-0.846680,-0.501953,-0.061035,-0.061035,0.000000,21.14,0
389689937,21758.543795,1777900590.138516,-269,-1733,-1030,-1,-1,0,-0.131348,-0.846191,-0.502930,-0.061035,-0.061035,0.000000,21.26,0
389690951,21758.543805,1777900590.139529,-268,-1732,-1030,-1,-1,1,-0.130859,-0.845703,-0.502930,-0.061035,-0.061035,0.061035,21.15,0
389691964,21758.543814,1777900590.140542,-270,-1732,-1031,-2,-2,1,-0.131836,-0.845703,-0.503418,-0.122070,-0.122070,0.061035,21.11,0
389692977,21758.543823,1777900590.141554,-268,-1732,-1032,-2,-2,2,-0.130859,-0.845703,-0.503906,-0.122070,-0.122070,0.122070,21.09,0
389693989,21758.543833,1777900590.142566,-266,-1729,-1031,-2,-2,1,-0.129883,-0.844238,-0.503418,-0.122070,-0.122070,0.061035,21.17,0
389694999,21758.551796,1777900590.143575,-268,-1731,-1032,-3,-1,0,-0.130859,-0.845215,-0.503906,-0.183105,-0.061035,0.000000,21.14,0
389696011,21758.551815,1777900590.144585,-269,-1734,-1033,-3,-1,-1,-0.131348,-0.846680,-0.504395,-0.183105,-0.061035,-0.061035,21.24,1
389697026,21758.551828,1777900590.145600,-268,-1734,-1033,-2,-1,-2,-0.130859,-0.846680,-0.504395,-0.122070,-0.061035,-0.122070,21.23,0
389698038,21758.551839,1777900590.146611,-269,-1735,-1032,-2,-1,-1,-0.131348,-0.847168,-0.503906,-0.122070,-0.061035,-0.061035,21.20,0
389699048,21758.551849,1777900590.147620,-273,-1733,-1029,-3,-1,0,-0.133301,-0.846191,-0.502441,-0.183105,-0.061035,0.000000,21.17,0
389700060,21758.551858,1777900590.148632,-273,-1731,-1029,-3,-1,0,-0.133301,-0.845215,-0.502441,-0.183105,-0.061035,0.000000,21.27,0
389701073,21758.551869,1777900590.149644,-271,-1732,-1030,-3,-1,-1,-0.132324,-0.845703,-0.502930,-0.183105,-0.061035,-0.061035,21.11,0
389702095,21758.551878,1777900590.150666,-270,-1732,-1032,-3,-1,0,-0.131836,-0.845703,-0.503906,-0.183105,-0.061035,0.000000,21.30,0
389703100,21758.559861,1777900590.151670,-270,-1733,-1035,-2,-1,1,-0.131836,-0.846191,-0.505371,-0.122070,-0.061035,0.061035,21.11,0
389704110,21758.559888,1777900590.152679,-271,-1737,-1035,-2,-1,1,-0.132324,-0.848145,-0.505371,-0.122070,-0.061035,0.061035,21.07,0
389705123,21758.559895,1777900590.153692,-272,-1736,-1031,-2,-1,-1,-0.132812,-0.847656,-0.503418,-0.122070,-0.061035,-0.061035,21.12,0
389706134,21758.559901,1777900590.154702,-271,-1733,-1030,-2,-1,-1,-0.132324,-0.846191,-0.502930,-0.122070,-0.061035,-0.061035,21.12,0
389707148,21758.559959,1777900590.155716,-270,-1734,-1032,-3,-1,0,-0.131836,-0.846680,-0.503906,-0.183105,-0.061035,0.000000,21.35,1
389708158,21758.559967,1777900590.156725,-270,-1734,-1031,-3,-2,0,-0.131836,-0.846680,-0.503418,-0.183105,-0.122070,0.000000,21.27,0
389709171,21758.559973,1777900590.157737,-272,-1734,-1031,-3,-2,-1,-0.132812,-0.846680,-0.503418,-0.183105,-0.122070,-0.061035,21.20,0
389710185,21758.559979,1777900590.158751,-272,-1734,-1029,-3,-1,0,-0.132812,-0.846680,-0.502441,-0.183105,-0.061035,0.000000,21.24,0
389711197,21758.567989,1777900590.159756,-269,-1733,-1030,-3,-1,-1,-0.131348,-0.846191,-0.502930,-0.183105,-0.061035,-0.061035,21.29,0
389712208,21758.568015,1777900590.160766,-269,-1732,-1032,-3,-1,0,-0.131348,-0.845703,-0.503906,-0.183105,-0.061035,0.000000,21.23,0
389713221,21758.568026,1777900590.161778,-270,-1734,-1030,-3,-1,-1,-0.131836,-0.846680,-0.502930,-0.183105,-0.061035,-0.061035,21.11,0
389714233,21758.568036,1777900590.162789,-271,-1736,-1029,-4,-1,-1,-0.132324,-0.847656,-0.502441,-0.244141,-0.061035,-0.061035,21.12,0
389715246,21758.568045,1777900590.163802,-273,-1735,-1029,-4,-2,-1,-0.133301,-0.847168,-0.502441,-0.244141,-0.122070,-0.061035,21.26,0
389716256,21758.568055,1777900590.164811,-270,-1734,-1029,-3,-2,0,-0.131836,-0.846680,-0.502441,-0.183105,-0.122070,0.000000,21.07,0
389717270,21758.568064,1777900590.165824,-271,-1733,-1032,-3,-2,-1,-0.132324,-0.846191,-0.503906,-0.183105,-0.122070,-0.061035,21.27,0
389718283,21758.568074,1777900590.166836,-274,-1735,-1030,-3,-2,-2,-0.133789,-0.847168,-0.502930,-0.183105,-0.122070,-0.122070,21.17,1
389719293,21758.576177,1777900590.167851,-272,-1734,-1026,-2,0,-1,-0.132812,-0.846680,-0.500977,-0.122070,0.000000,-0.061035,21.15,0
389720307,21758.576195,1777900590.168864,-269,-1733,-1030,-2,0,-1,-0.131348,-0.846191,-0.502930,-0.122070,0.000000,-0.061035,21.11,0
389721318,21758.576205,1777900590.169875,-272,-1735,-1035,-2,-2,-1,-0.132812,-0.847168,-0.505371,-0.122070,-0.122070,-0.061035,21.14,0
389722330,21758.576215,1777900590.170886,-272,-1735,-1032,-2,-2,-1,-0.132812,-0.847168,-0.503906,-0.122070,-0.122070,-0.061035,21.01,0
389723344,21758.576225,1777900590.171899,-268,-1736,-1032,-2,-1,0,-0.130859,-0.847656,-0.503906,-0.122070,-0.061035,0.000000,21.15,0
389724357,21758.576234,1777900590.172912,-272,-1737,-1035,-3,0,0,-0.132812,-0.848145,-0.505371,-0.183105,0.000000,0.000000,21.14,0
389725368,21758.576244,1777900590.173922,-275,-1735,-1034,-3,-1,0,-0.134277,-0.847168,-0.504883,-0.183105,-0.061035,0.000000,21.12,0
389726380,21758.576253,1777900590.174933,-271,-1733,-1032,-2,-1,-1,-0.132324,-0.846191,-0.503906,-0.122070,-0.061035,-0.061035,21.09,0
389727393,21758.584164,1777900590.175946,-269,-1731,-1030,-2,-1,-1,-0.131348,-0.845215,-0.502930,-0.122070,-0.061035,-0.061035,21.20,0
389728406,21758.584186,1777900590.176958,-271,-1733,-1031,-4,-1,-1,-0.132324,-0.846191,-0.503418,-0.244141,-0.061035,-0.061035,21.07,0
389729417,21758.584196,1777900590.177967,-272,-1736,-1033,-5,0,-1,-0.132812,-0.847656,-0.504395,-0.305176,0.000000,-0.061035,21.07,1
