# {"down_first":1,"dropped_frames":10,"exercise":"back_squat","frame_period_s":0.011127854845626067,"frame_rate_hz":89.86457981998764,"line_high_m":0.7705493437152624,"line_low_m":0.07178182893246163,"line_mid_m":0.42116558632386203,"lost_frames":0,"n_reps":10,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_104410","smoother_nis":[0.9472873368374274,2.8045986556152127,0.9969907393738426]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,896,1056,1056,1143,0.66947,1.04993,0,0,0,0
2,1145,1266,1266,1339,0.680629,1.24047,1,0,1,0
3,1363,1463,1463,1544,0.704493,1.20325,0,0,1,0
4,1547,1664,1664,1743,0.661413,1.08279,1,0,1,0
5,1761,1851,1851,1937,0.640666,1.08494,1,0,0,0
6,1946,2039,2039,2124,0.715965,1.17517,1,0,0,0
7,2140,2231,2231,2306,0.728008,1.37242,0,0,1,0
8,2324,2418,2418,2494,0.724789,1.2695,1,0,0,0
9,2512,2607,2607,2688,0.786575,1.31345,0,0,0,0
10,2703,2801,2801,2874,0.744438,1.39313,1,0,1,0
