# {"down_first":1,"dropped_frames":21,"exercise":"bench_press","frame_period_s":0.011127705553033758,"frame_rate_hz":89.86578546979696,"line_high_m":0.46711817028407465,"line_low_m":0.05045506163023589,"line_mid_m":0.25878661595715524,"lost_frames":0,"n_reps":27,"produced_by":"app: OfflinePipeline","session_id":"session_20260518_143940","smoother_nis":[1.7393968453598254,0.9164284957873127,0.9114519874208715]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,2002,2126,2126,2205,0.494639,1.14941,0,0,0,0
2,2207,2270,2270,2322,0.4502,1.244,0,0,1,0
3,2324,2381,2381,2434,0.49394,1.32255,1,0,0,0
4,2435,2492,2492,2548,0.434753,1.0721,0,0,0,0
5,2550,2611,2611,2669,0.479269,1.16294,0,0,0,0
6,2671,2727,2727,2786,0.450504,1.14192,0,0,1,0
7,2852,2912,2912,2964,0.467794,1.29723,0,0,0,0
8,3078,3156,3156,3215,0.444042,1.05856,0,0,0,0
9,3216,3282,3282,3337,0.45782,1.15188,2,0,0,0
10,3339,3402,3402,3470,0.483964,1.01861,1,0,0,0
11,3639,3729,3729,3789,0.47797,1.17283,1,0,0,0
12,3791,3858,3858,3918,0.468668,1.14751,1,0,1,0
13,4108,4175,4175,4236,0.388278,0.965274,0,0,0,0
14,4238,4308,4308,4374,0.421198,0.879745,0,0,0,0
15,4427,4485,4485,4548,0.386938,0.910058,0,0,0,0
16,4754,4831,4831,4891,0.416101,1.01242,2,0,0,0
17,4940,5010,5010,5065,0.407167,1.15844,0,0,0,0
18,5068,5135,5135,5188,0.390915,1.0488,1,0,0,0
19,5190,5246,5246,5295,0.3805,1.11268,0,0,0,0
20,5296,5349,5349,5398,0.427259,1.18613,0,0,0,0
21,5400,5450,5450,5498,0.413352,1.19307,0,0,1,0
22,5499,5546,5546,5593,0.421766,1.23345,1,0,1,0
23,5594,5639,5639,5686,0.445224,1.27675,1,0,1,0
24,5687,5734,5734,5780,0.384563,1.14965,0,0,1,0
25,5782,5826,5826,5874,0.408019,1.11907,1,0,1,0
26,5876,5923,5923,5972,0.387507,1.0861,0,0,0,0
27,5974,6039,6039,6099,0.410554,0.954529,1,0,1,0
