# {"down_first":1,"dropped_frames":27,"exercise":"bench_press","frame_period_s":0.011127707389749697,"frame_rate_hz":89.86577063673973,"line_high_m":0.47066787031204715,"line_low_m":-0.02236357699667993,"line_mid_m":0.22415214665768363,"lost_frames":50,"n_reps":22,"produced_by":"app: OfflinePipeline","session_id":"session_20260518_144302","smoother_nis":[7.005085192902142,2.753349245438088,6.820657091607722]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,2523,2628,2628,2684,0.446498,1.15119,0,0,0,0
2,2686,2760,2760,2816,0.480368,1.26068,0,0,0,0
3,2817,2895,2895,2952,0.452111,1.09896,1,0,1,0
4,2953,3019,3019,3076,0.479397,1.1315,1,0,0,0
5,3077,3153,3153,3215,0.458251,0.958283,1,0,1,0
6,3253,3383,3383,3445,0.466528,1.07383,0,0,0,0
7,3485,3619,3619,3688,0.521632,0.994577,2,0,0,0
8,3716,3857,3857,3921,0.490836,1.01889,0,0,0,0
9,4036,4158,4158,4267,0.501095,0.835013,2,0,0,0
10,4271,4449,4449,4516,0.497866,1.00519,3,0,1,0
11,4603,4695,4695,4751,0.507427,1.21764,1,0,0,0
12,4752,4807,4807,4860,0.514159,1.21165,0,0,0,0
13,4861,4930,4930,4986,0.496427,1.19408,0,0,0,0
14,5074,5168,5168,5226,0.454523,1.08768,0,0,0,0
15,5228,5305,5305,5373,0.482751,0.99708,1,0,0,0
16,5410,5523,5523,5589,0.478216,0.967026,1,0,0,0
17,5618,5761,5761,5823,0.512428,1.0185,0,0,0,0
18,5825,5909,5909,5975,0.510118,1.01533,1,0,1,0
19,6057,6189,6189,6248,0.498172,1.08975,0,0,0,0
20,6249,6322,6322,6388,0.509021,0.935016,0,0,1,0
21,6619,6755,6755,6834,0.509307,0.805089,0,0,0,0
22,7898,7941,7941,7978,0.798563,3.22297,50,0,0,0
