# {"down_first":1,"dropped_frames":38,"exercise":"bench_press","frame_period_s":0.011127919585208363,"frame_rate_hz":89.86405700929369,"line_high_m":0.4653974323829446,"line_low_m":-0.004201897223280212,"line_mid_m":0.2305977675798322,"lost_frames":2,"n_reps":10,"produced_by":"app: OfflinePipeline","session_id":"session_20260517_142247","smoother_nis":[1.0316332281493075,0.6427101173908109,0.6761992550322903]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1629,1742,1742,1823,0.450327,0.97743,0,0,0,0
2,1922,2014,2014,2077,0.46186,1.20381,1,0,0,0
3,2135,2212,2212,2332,0.473711,0.866919,2,0,0,0
4,2551,2647,2647,2715,0.465236,1.23985,0,0,0,0
5,2730,2796,2796,2861,0.468424,1.09103,1,0,0,0
6,2863,2938,2938,3014,0.457362,1.05711,1,0,0,0
7,3143,3436,3436,3613,0.494421,0.799828,2,0,0,0
8,3616,3750,3750,3835,0.444983,0.876349,2,0,1,0
9,4170,4281,4281,4391,0.482631,0.967572,2,0,0,0
10,4507,4644,4644,4763,0.465741,0.636542,6,0,0,0
