# {"down_first":1,"dropped_frames":12,"exercise":"back_squat","frame_period_s":0.011127775937386213,"frame_rate_hz":89.86521705925799,"line_high_m":0.7834122914238907,"line_low_m":0.01791624853771291,"line_mid_m":0.4006642699808018,"lost_frames":0,"n_reps":18,"produced_by":"app: OfflinePipeline","session_id":"session_20260510_125205","smoother_nis":[0.8131542643080328,2.321950409010202,1.5013473479613253]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,786,897,897,998,0.649024,1.11369,1,0,1,0
2,1254,1353,1353,1451,0.659449,1.07797,0,0,1,0
3,1488,1577,1577,1685,0.731586,1.12927,1,0,1,0
4,1689,1777,1777,1861,0.745078,1.28439,0,0,1,0
5,1881,1971,1971,2076,0.741427,1.15765,0,0,0,0
6,2080,2160,2160,2247,0.733799,1.20894,0,0,0,0
7,2264,2348,2348,2432,0.749814,1.19666,1,0,0,0
8,2641,2729,2729,2820,0.745971,1.22375,1,0,0,0
9,2843,2929,2929,3034,0.777005,1.12129,0,0,0,0
10,3036,3117,3117,3221,0.798574,1.21918,0,0,1,0
11,3225,3305,3305,3394,0.804736,1.34036,3,0,0,0
12,3401,3488,3488,3603,0.794092,1.06227,0,0,1,0
13,3608,3713,3713,3806,0.741969,1.09077,1,0,1,0
14,3812,3915,3915,4013,0.765702,1.02164,0,0,0,0
15,4018,4128,4128,4234,0.796465,1.05279,0,0,1,0
16,4244,4335,4335,4427,0.788212,1.05614,0,0,0,0
17,4431,4542,4542,4669,0.791601,1.02857,0,0,1,0
18,4671,4754,4754,4849,0.757359,1.02353,1,0,1,0
