# {"down_first":0,"dropped_frames":3,"exercise":"biceps_curl","frame_period_s":0.011127784803493381,"frame_rate_hz":89.8651454587859,"line_high_m":0.6429079482478485,"line_low_m":0.004602628016726093,"line_mid_m":0.32375528813228727,"lost_frames":0,"n_reps":17,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_135737","smoother_nis":[2.6607429822004236,5.8048223747479115,4.422411548279544]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1714,1837,1639,1714,0.50838,0.974811,0,0,0,0
2,1932,2037,1841,1932,0.609662,1.14571,0,1,0,0
3,2131,2221,2050,2131,0.529138,1.09132,1,0,0,0
4,2325,2430,2247,2325,0.548782,1.14166,0,0,0,0
5,2515,2633,2434,2515,0.635622,1.17146,0,0,0,0
6,2720,2823,2637,2720,0.605198,1.12323,0,0,0,0
7,2920,3011,2831,2920,0.581132,1.14315,0,0,0,0
8,3108,3210,3014,3108,0.587182,1.10648,0,0,0,0
9,3316,3410,3216,3316,0.635783,1.17705,0,1,0,0
10,3543,3642,3413,3543,0.627452,1.09499,0,1,0,0
11,3749,3869,3649,3749,0.668983,1.11921,0,0,0,0
12,3977,4090,3874,3977,0.657266,1.14088,0,0,0,0
13,4206,4310,4095,4206,0.678108,1.13537,0,1,0,0
14,4445,4548,4317,4445,0.710572,1.11736,1,1,0,0
15,4657,4784,4553,4657,0.731602,1.22809,1,1,0,0
16,4911,5033,4788,4911,0.745592,1.22897,0,1,0,0
17,5150,5256,5043,5150,0.737623,1.20585,0,1,0,0
