# {"down_first":1,"dropped_frames":12,"exercise":"bench_press","frame_period_s":0.011127694755804605,"frame_rate_hz":89.86587266678609,"line_high_m":0.40031426249212587,"line_low_m":0.026356881699326543,"line_mid_m":0.2133355720957262,"lost_frames":0,"n_reps":27,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_124037","smoother_nis":[1.5680965292878926,1.0626023431808724,2.2281855700972732]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,729,809,809,872,0.396165,0.857546,1,0,1,0
2,874,935,935,995,0.388185,0.84708,0,0,1,0
3,996,1056,1056,1116,0.416885,0.874063,0,0,1,0
4,1117,1176,1176,1234,0.413481,0.947804,0,0,1,0
5,1235,1291,1291,1348,0.397252,0.877611,0,0,1,0
6,1350,1410,1410,1468,0.385514,0.896038,0,0,1,0
7,1469,1527,1527,1583,0.395808,0.885583,0,0,1,0
8,1585,1636,1636,1696,0.367668,0.748302,0,0,1,0
9,1697,1752,1752,1808,0.345525,0.81089,0,0,0,0
10,1809,1863,1863,1927,0.39789,0.776098,0,0,0,0
11,1928,1986,1986,2046,0.418482,0.951059,0,0,1,0
12,2047,2101,2101,2163,0.360364,0.703123,0,0,1,0
13,2164,2215,2215,2271,0.340066,0.755029,0,0,1,0
14,2273,2336,2336,2399,0.373919,0.73205,0,0,0,0
15,2426,2482,2482,2544,0.373885,0.720554,0,0,1,0
16,2545,2605,2605,2668,0.359888,0.696346,0,0,0,0
17,2669,2721,2721,2786,0.352227,0.71247,0,0,0,0
18,2788,2859,2859,2927,0.374356,0.635426,1,0,1,0
19,2929,2984,2984,3051,0.383823,0.64005,1,0,1,0
20,3053,3106,3106,3201,0.360347,0.651091,0,0,0,0
21,3243,3313,3313,3380,0.341323,0.605231,1,0,0,0
22,3382,3440,3440,3509,0.356467,0.592423,0,0,0,0
23,3510,3574,3574,3660,0.38531,0.586698,0,0,0,0
24,3683,3752,3752,3831,0.357807,0.514306,1,0,0,0
25,3833,3898,3898,3982,0.343134,0.449156,1,0,0,0
26,4009,4075,4075,4155,0.370983,0.519843,1,0,0,0
27,4157,4232,4232,4334,0.328847,0.462246,1,0,1,0
