# {"down_first":1,"dropped_frames":7,"exercise":"bench_press","frame_period_s":0.011127786946469858,"frame_rate_hz":89.86512815265903,"line_high_m":0.44894222347614776,"line_low_m":-0.04154315551161485,"line_mid_m":0.20369953398226645,"lost_frames":0,"n_reps":30,"produced_by":"app: OfflinePipeline","session_id":"session_20260518_141414","smoother_nis":[1.3516173486767462,0.9867226806387426,1.05846234700854]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,723,800,800,864,0.545735,1.20118,1,0,0,0
2,866,934,934,992,0.60209,1.43341,0,0,1,0
3,993,1059,1059,1117,0.614105,1.43752,0,0,1,0
4,1118,1179,1179,1241,0.639357,1.49823,0,0,1,0
5,1243,1318,1318,1376,0.491969,1.28477,1,0,1,0
6,1377,1444,1444,1504,0.565809,1.3561,0,0,1,0
7,1505,1568,1568,1634,0.553992,1.20708,0,0,0,0
8,1636,1716,1716,1783,0.470635,1.10519,0,0,1,0
9,1785,1857,1857,1912,0.523467,1.32929,1,0,0,0
10,1914,1969,1969,2044,0.638213,1.18401,0,0,1,0
11,2047,2131,2131,2204,0.422431,0.824316,0,0,1,0
12,2206,2273,2273,2342,0.504587,1.15097,0,0,0,0
13,2344,2417,2417,2475,0.489456,1.19927,0,0,1,0
14,2476,2547,2547,2613,0.511371,1.17025,0,0,0,0
15,2615,2685,2685,2751,0.497159,1.03212,1,0,1,0
16,2754,2828,2828,2889,0.515907,1.21262,0,0,0,0
17,2891,2954,2954,3031,0.525612,1.10909,0,0,0,0
18,3032,3092,3092,3167,0.466369,0.901791,0,0,1,0
19,3169,3244,3244,3308,0.484684,1.09807,0,0,0,0
20,3309,3370,3370,3432,0.463009,1.11631,0,0,1,0
21,3434,3488,3488,3559,0.456275,1.0856,1,0,0,0
22,3561,3629,3629,3692,0.434149,1.05791,0,0,0,0
23,3694,3766,3766,3827,0.461047,1.08931,0,0,0,0
24,3829,3897,3897,3995,0.404773,1.06806,0,0,1,0
25,3997,4065,4065,4128,0.45013,1.05023,0,0,0,0
26,4130,4182,4182,4243,0.459739,1.00868,0,0,0,0
27,4245,4305,4305,4364,0.466375,1.0947,0,0,0,0
28,4365,4476,4476,4580,0.424389,0.865062,1,0,0,0
29,4587,4659,4659,4728,0.477696,1.20437,0,0,1,0
30,4747,4826,4826,4887,0.431621,1.07691,0,0,1,0
