# {"down_first":0,"dropped_frames":15,"exercise":"deadlift","frame_period_s":0.011127704801422658,"frame_rate_hz":89.86579153970294,"line_high_m":0.11059305464023475,"line_low_m":-0.5867314301581847,"line_mid_m":-0.238069187758975,"lost_frames":0,"n_reps":12,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_104921","smoother_nis":[0.7093568437117675,0.632101692818966,0.5871148994929887]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,508,640,378,508,0.742675,0.968173,2,1,0,0
2,760,967,642,760,0.665807,1.19466,0,0,0,0
3,1050,1191,968,1050,0.689975,1.30026,1,1,0,0
4,1308,1430,1194,1308,0.681416,1.1812,2,0,0,0
5,1536,1650,1432,1536,0.704864,1.16223,2,0,0,0
6,1762,1874,1652,1762,0.731967,1.4443,2,1,0,0
7,1971,2094,1876,1971,0.64884,1.257,0,0,0,0
8,2174,2321,2096,2174,0.705844,1.41177,2,0,0,0
9,2420,2525,2323,2420,0.72618,1.30099,1,1,0,0
10,2597,2724,2526,2597,0.700609,1.49119,0,1,0,0
11,2812,2929,2725,2812,0.700989,1.64242,0,1,0,0
12,3018,3158,2930,3018,0.680568,1.33273,0,0,0,0
