# {"down_first":0,"dropped_frames":9,"exercise":"biceps_curl","frame_period_s":0.01112765246681196,"frame_rate_hz":89.86621418870543,"line_high_m":0.6542984728572856,"line_low_m":0.054284422001276644,"line_mid_m":0.3542914474292811,"lost_frames":2,"n_reps":16,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_142656","smoother_nis":[0.7449987102507761,1.507221799368886,1.0157734669371135]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1405,1526,1304,1405,0.499099,0.734965,0,0,0,0
2,1613,1737,1528,1613,0.525901,0.984586,0,1,0,0
3,1831,1943,1739,1831,0.571729,0.977534,0,1,0,0
4,2036,2146,1945,2036,0.611695,1.0541,0,1,0,0
5,2239,2357,2149,2239,0.593027,1.00907,0,0,0,0
6,2447,2563,2360,2447,0.608826,1.09873,0,1,0,0
7,2650,2763,2565,2650,0.548769,1.00423,0,0,0,0
8,2853,2966,2766,2853,0.61357,1.07131,0,1,0,0
9,3063,3180,2969,3063,0.643172,1.04987,1,1,0,0
10,3271,3385,3182,3271,0.629976,1.04616,0,1,0,0
11,3491,3598,3389,3491,0.594057,1.03526,1,0,0,0
12,3695,3807,3601,3695,0.63368,1.11131,1,1,0,0
13,3912,4017,3811,3912,0.561992,0.963979,0,0,0,0
14,4125,4214,4020,4125,0.562273,0.901088,1,0,0,0
15,4375,4494,4287,4375,0.573806,1.01149,0,0,0,0
16,4614,4682,4496,4614,0.575783,0.868534,0,0,0,0
