# {"down_first":0,"dropped_frames":2,"exercise":"biceps_curl","frame_period_s":0.011127819846819837,"frame_rate_hz":89.86486245873084,"line_high_m":0.6307938538800004,"line_low_m":0.008794625783428534,"line_mid_m":0.31979423983171446,"lost_frames":0,"n_reps":10,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_131719","smoother_nis":[10.787946185497955,1.9720659961436042,1.3579216673258938]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1044,1119,969,1044,0.554785,1.16718,0,0,0,0
2,1204,1274,1122,1204,0.671163,1.35881,0,1,0,0
3,1365,1446,1276,1365,0.628394,1.15942,1,1,0,0
4,1533,1613,1448,1533,0.639681,1.27215,0,1,0,0
5,1703,1784,1615,1703,0.599232,1.12663,0,1,0,0
6,1873,1950,1787,1873,0.600286,1.13275,0,0,0,0
7,2045,2133,1953,2045,0.639872,1.04989,0,0,0,0
8,2225,2316,2135,2225,0.598829,1.06319,0,0,0,0
9,2411,2496,2319,2411,0.607549,1.06608,0,0,0,0
10,2608,2684,2499,2608,0.624565,1.00753,0,1,0,0
