# {"down_first":0,"dropped_frames":19,"exercise":"deadlift","frame_period_s":0.011127690470615794,"frame_rate_hz":89.86590727344891,"line_high_m":0.07829976537002684,"line_low_m":-0.646780941393303,"line_mid_m":-0.2842405880116381,"lost_frames":0,"n_reps":16,"produced_by":"app: OfflinePipeline","session_id":"session_20260510_125416","smoother_nis":[0.51725368039201,2.19314628300628,1.445598028134029]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,571,703,456,571,0.659518,0.861548,3,0,0,0
2,822,951,723,822,0.714459,1.14038,2,1,0,0
3,1046,1180,954,1046,0.730212,1.21958,0,1,0,0
4,1271,1395,1183,1271,0.736991,1.35443,0,1,0,0
5,1488,1620,1397,1488,0.735517,1.36217,2,1,0,0
6,1710,1832,1622,1710,0.725947,1.22462,0,0,0,0
7,1921,2048,1834,1921,0.729527,1.32662,0,1,0,0
8,2136,2258,2050,2136,0.723523,1.34859,2,1,0,0
9,2339,2460,2260,2339,0.687521,1.34483,0,0,0,0
10,2548,2660,2462,2548,0.71656,1.4177,3,1,0,0
11,2746,2864,2662,2746,0.702747,1.31869,0,0,0,0
12,2955,3074,2867,2955,0.72797,1.45767,1,1,0,0
13,3159,3287,3075,3159,0.725278,1.46773,0,0,0,0
14,3379,3496,3289,3379,0.724065,1.38563,0,0,0,0
15,3581,3703,3498,3581,0.710126,1.43268,2,0,0,0
16,3783,3950,3705,3783,0.741186,1.50974,0,0,0,0
