# {"down_first":0,"dropped_frames":0,"exercise":"biceps_curl","frame_period_s":0.01112782923238696,"frame_rate_hz":89.86478666383132,"line_high_m":0.7455485828627457,"line_low_m":0.02548764040623014,"line_mid_m":0.3855181116344879,"lost_frames":4,"n_reps":15,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_124614","smoother_nis":[0.6821483265532423,1.0767045744951702,0.8251135056327578]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,846,944,730,846,0.615705,0.975497,0,1,0,0
2,1051,1147,946,1051,0.612924,1.0661,0,1,0,0
3,1235,1355,1150,1235,0.62444,1.15068,0,0,0,0
4,1445,1557,1358,1445,0.632581,1.10004,0,1,0,0
5,1657,1775,1560,1657,0.744872,1.18383,0,0,0,0
6,1870,1983,1777,1870,0.615351,1.02985,0,0,0,0
7,2076,2190,1986,2076,0.687592,1.15225,0,1,0,0
8,2289,2406,2193,2289,0.697211,1.08004,0,1,0,0
9,2504,2626,2409,2504,0.729995,1.13477,0,0,0,0
10,2721,2848,2629,2721,0.681901,1.08881,0,0,0,0
11,2958,3093,2851,2958,0.730476,0.927212,0,1,0,0
12,3193,3336,3096,3193,0.688507,1.0114,0,0,0,0
13,3463,3608,3338,3463,0.780021,0.881913,0,1,0,0
14,3734,3879,3610,3734,0.756836,0.863732,0,1,0,0
15,4015,4120,3882,4015,0.74998,0.996733,0,0,0,0
