# {"down_first":0,"dropped_frames":6,"exercise":"biceps_curl","frame_period_s":0.011127884671890303,"frame_rate_hz":89.86433895438002,"line_high_m":0.6632136872298936,"line_low_m":0.09843515041726733,"line_mid_m":0.3808244188235805,"lost_frames":0,"n_reps":22,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_135333","smoother_nis":[1.6158334682234752,2.5301915043806553,1.5109430717199444]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,756,835,676,756,0.486272,1.05634,0,1,0,0
2,909,991,836,909,0.508478,1.13032,0,0,0,0
3,1064,1146,992,1064,0.522263,1.16639,1,0,0,0
4,1219,1296,1148,1219,0.555157,1.26065,0,0,0,0
5,1371,1452,1298,1371,0.565473,1.26288,0,0,0,0
6,1529,1606,1453,1529,0.589165,1.31072,0,0,0,0
7,1678,1755,1607,1678,0.625605,1.42902,0,1,0,0
8,1836,1909,1757,1836,0.611101,1.37131,1,1,0,0
9,1979,2063,1911,1979,0.606294,1.38205,0,1,0,0
10,2135,2212,2065,2135,0.571521,1.27146,0,1,0,0
11,2283,2356,2214,2283,0.526207,1.21889,0,0,0,0
12,2424,2504,2358,2424,0.553404,1.29531,2,1,0,0
13,2574,2658,2506,2574,0.606363,1.39186,0,1,0,0
14,2729,2818,2660,2729,0.572857,1.34996,0,0,0,0
15,2888,2971,2820,2888,0.5606,1.32685,0,0,0,0
16,3039,3120,2973,3039,0.558458,1.38705,0,0,0,0
17,3188,3268,3122,3188,0.580646,1.31293,0,1,0,0
18,3333,3422,3270,3333,0.575792,1.37597,0,1,0,0
19,3489,3579,3424,3489,0.567814,1.30922,2,0,0,0
20,3647,3733,3580,3647,0.563367,1.32848,0,1,0,0
21,3806,3882,3735,3806,0.513311,1.22174,0,0,0,0
22,3954,4038,3883,3954,0.565366,1.30967,0,0,0,0
