# {"down_first":0,"dropped_frames":8,"exercise":"barbell_row","frame_period_s":0.011127825271289311,"frame_rate_hz":89.8648186523993,"line_high_m":0.15370339094288155,"line_low_m":-0.2765117562637208,"line_mid_m":-0.06140418266041964,"lost_frames":0,"n_reps":31,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_122518","smoother_nis":[1.125768897668355,0.8804023895241262,1.8442215146845753]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1275,1379,1140,1275,0.720688,1.17686,1,1,0,0
2,1437,1528,1381,1437,0.442796,1.20359,0,1,0,0
3,1584,1663,1530,1584,0.415832,1.07882,0,0,0,0
4,1716,1787,1665,1716,0.40195,1.16758,0,0,0,0
5,1841,1911,1789,1841,0.434027,1.18882,0,1,0,0
6,1968,2035,1913,1968,0.46547,1.20141,1,1,0,0
7,2090,2154,2037,2090,0.40918,1.12211,0,0,0,0
8,2210,2275,2156,2210,0.431987,1.14616,0,0,0,0
9,2332,2398,2277,2332,0.457594,1.19718,0,1,0,0
10,2453,2517,2400,2453,0.434412,1.13318,0,0,0,0
11,2572,2637,2519,2572,0.45557,1.21236,0,0,0,0
12,2690,2749,2639,2690,0.417858,1.14849,1,0,0,0
13,2805,2866,2751,2805,0.441172,1.14755,1,0,0,0
14,2921,2984,2868,2921,0.405725,1.0815,0,0,0,0
15,3040,3105,2986,3040,0.417394,1.08743,0,0,0,0
16,3162,3224,3107,3162,0.453792,1.13286,0,1,0,0
17,3280,3347,3225,3280,0.406656,1.03386,0,0,0,0
18,3404,3467,3349,3404,0.427344,1.10189,0,0,0,0
19,3525,3592,3469,3525,0.462185,1.16045,0,1,0,0
20,3653,3719,3594,3653,0.463748,1.05628,0,1,0,0
21,3779,3837,3721,3779,0.438596,1.09639,0,1,0,0
22,3892,3956,3838,3892,0.382299,1.01063,0,0,0,0
23,4016,4079,3958,4016,0.406976,0.995297,0,0,0,0
24,4138,4200,4081,4138,0.437049,1.04601,0,1,0,0
25,4261,4323,4202,4261,0.446644,1.03894,0,1,0,0
26,4385,4451,4325,4385,0.416617,0.902541,0,1,0,0
27,4511,4577,4453,4511,0.411568,1.00344,1,0,0,0
28,4638,4705,4579,4638,0.420816,1.01283,1,1,0,0
29,4761,4831,4707,4761,0.412373,1.0848,0,0,0,0
30,4895,4964,4833,4895,0.44965,1.04025,0,1,0,0
31,5028,5107,4966,5028,0.437276,0.967739,0,1,0,0
