# {"down_first":1,"dropped_frames":16,"exercise":"back_squat","frame_period_s":0.011127737774709488,"frame_rate_hz":89.86552525282768,"line_high_m":0.7374922536577454,"line_low_m":0.2808357058156105,"line_mid_m":0.5091639797366779,"lost_frames":0,"n_reps":30,"produced_by":"app: OfflinePipeline","session_id":"session_20260510_124927","smoother_nis":[1.2727865158478915,1.691155426139952,0.8503527528112479]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,711,839,839,921,0.491999,0.792957,1,0,1,0
2,941,1026,1026,1124,0.49086,0.796093,0,0,0,0
3,1131,1217,1217,1308,0.490539,0.957417,0,0,0,0
4,1318,1408,1408,1482,0.468465,0.902517,1,0,1,0
5,1514,1603,1603,1677,0.430543,0.870196,0,0,0,0
6,1704,1800,1800,1879,0.435674,0.931863,0,0,0,0
7,1899,1995,1995,2079,0.451901,0.769727,0,0,0,0
8,2103,2192,2192,2263,0.389752,0.855734,1,0,1,0
9,2299,2385,2385,2460,0.440402,0.874088,0,0,0,0
10,2485,2569,2569,2671,0.510545,0.883937,0,0,1,0
11,2674,2758,2758,2836,0.490398,0.929925,0,0,1,0
12,2840,2943,2943,3016,0.471479,0.992218,0,0,1,0
13,3046,3123,3123,3188,0.416138,0.894526,0,0,1,0
14,3225,3305,3305,3378,0.448528,0.865317,0,0,0,0
15,3381,3492,3492,3568,0.45533,0.893085,1,0,0,0
16,3593,3675,3675,3776,0.452221,0.879385,0,0,1,0
17,3779,3856,3856,3931,0.452461,0.897266,0,0,0,0
18,3934,4046,4046,4118,0.441414,0.913887,0,0,1,0
19,4147,4230,4230,4332,0.465611,0.939585,1,0,1,0
20,4335,4415,4415,4487,0.465809,1.0019,0,0,0,0
21,4514,4599,4599,4676,0.451164,0.942778,1,0,1,0
22,4699,4785,4785,4862,0.445127,0.9043,0,0,1,0
23,4884,4982,4982,5082,0.503474,0.91297,0,0,1,0
24,5087,5168,5168,5245,0.512708,0.99208,0,0,1,0
25,5268,5355,5355,5429,0.473531,0.847266,0,0,1,0
26,5431,5538,5538,5638,0.464082,0.997466,0,0,1,0
27,5646,5722,5722,5786,0.456468,1.06201,0,0,1,0
28,5817,5897,5897,5962,0.435207,0.986263,0,0,0,0
29,5999,6077,6077,6144,0.476574,1.02442,0,0,0,0
30,6168,6252,6252,6327,0.435325,0.846824,0,0,1,0
