# {"down_first":1,"dropped_frames":0,"exercise":"bench_press","frame_period_s":0.011127776771722123,"frame_rate_hz":89.86521032136423,"line_high_m":0.44001515135523417,"line_low_m":0.005060660270538701,"line_mid_m":0.22253790581288643,"lost_frames":2,"n_reps":21,"produced_by":"app: OfflinePipeline","session_id":"session_20260520_130106","smoother_nis":[1.3576154126189366,0.925966825692412,0.9694146545838462]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1211,1349,1349,1428,0.435666,0.705618,0,0,0,0
2,1431,1518,1518,1581,0.43345,0.948818,0,0,1,0
3,1583,1659,1659,1729,0.448055,0.923328,0,0,1,0
4,1732,1820,1820,1889,0.451289,0.869038,0,0,1,0
5,1892,1971,1971,2035,0.457701,0.971492,0,0,1,0
6,2038,2119,2119,2188,0.449384,0.826695,0,0,1,0
7,2191,2274,2274,2339,0.44894,0.913435,0,0,1,0
8,2341,2426,2426,2493,0.419721,0.830576,0,0,1,0
9,2495,2580,2580,2648,0.422166,0.818561,0,0,0,0
10,2651,2755,2755,2823,0.466094,0.874849,0,0,0,0
11,2855,2922,2922,2988,0.438079,0.85189,0,0,1,0
12,3014,3088,3088,3155,0.417584,0.812284,0,0,0,0
13,3184,3257,3257,3322,0.432896,0.848021,0,0,0,0
14,3358,3424,3424,3490,0.43207,0.859549,0,0,0,0
15,3492,3592,3592,3657,0.441668,0.879894,0,0,1,0
16,3685,3751,3751,3816,0.437607,0.834266,0,0,0,0
17,4281,4365,4365,4429,0.40618,0.86128,0,0,0,0
18,4431,4507,4507,4575,0.411059,0.801989,0,0,0,0
19,4577,4638,4638,4707,0.422932,0.766878,0,0,0,0
20,4709,4770,4770,4836,0.382897,0.741049,0,0,0,0
21,4838,4904,4904,4985,0.386832,0.746725,0,0,0,0
