# {"down_first":0,"dropped_frames":2,"exercise":"biceps_curl","frame_period_s":0.01112780435510888,"frame_rate_hz":89.86498756521458,"line_high_m":0.6131919373439133,"line_low_m":0.12783705075766832,"line_mid_m":0.37051449405079084,"lost_frames":0,"n_reps":12,"produced_by":"app: OfflinePipeline","session_id":"session_20260511_110426","smoother_nis":[0.5781269221333699,1.6292763456702486,1.3120584650374374]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,706,780,633,706,0.464302,1.00049,0,1,0,0
2,849,926,783,849,0.474766,1.16502,0,1,0,0
3,996,1070,928,996,0.477179,1.09104,0,1,0,0
4,1156,1241,1072,1156,0.471494,0.99054,0,1,0,0
5,1315,1403,1243,1315,0.450276,1.01498,1,0,0,0
6,1488,1598,1406,1488,0.489351,0.978908,0,1,0,0
7,1678,1771,1601,1678,0.481612,0.972618,0,0,0,0
8,1856,1947,1774,1856,0.515891,0.999614,0,0,0,0
9,2021,2132,1950,2021,0.447709,0.91545,0,0,0,0
10,2216,2317,2135,2216,0.54608,1.08408,0,1,0,0
11,2393,2488,2319,2393,0.499968,1.05219,0,1,0,0
12,2563,2641,2490,2563,0.490519,0.975237,0,1,0,0
