# {"down_first":1,"dropped_frames":19,"exercise":"bench_press","frame_period_s":0.01112775545805912,"frame_rate_hz":89.86538244563634,"line_high_m":0.4723373247629271,"line_low_m":-0.008040505923103347,"line_mid_m":0.23214840941991188,"lost_frames":0,"n_reps":50,"produced_by":"app: OfflinePipeline","session_id":"session_20260518_145058","smoother_nis":[5.002070400031821,3.797968667905389,4.2782234077392145]}
rep_id,eccentric_start_frame,eccentric_end_frame,concentric_start_frame,concentric_end_frame,rom_m,peak_velocity,gap_frames,started_below,started_above,rejected
1,1877,1935,1935,1978,0.451483,1.57847,1,0,0,0
2,1979,2035,2035,2080,0.427344,1.36147,0,0,0,0
3,2081,2129,2129,2171,0.477561,1.64209,1,0,0,0
4,2172,2216,2216,2256,0.469667,1.63421,0,0,0,0
5,2258,2300,2300,2339,0.42765,1.51254,0,0,0,0
6,2340,2386,2386,2425,0.468912,1.75687,0,0,1,0
7,2426,2471,2471,2513,0.473999,1.64639,0,0,0,0
8,2514,2562,2562,2606,0.543649,1.81494,0,0,1,0
9,2607,2655,2655,2694,0.467089,1.69371,0,0,1,0
10,2695,2738,2738,2776,0.488949,1.78316,1,0,0,0
11,2778,2823,2823,2861,0.463344,1.70484,0,0,0,0
12,2863,2909,2909,2947,0.452331,1.66454,1,0,0,0
13,2949,2994,2994,3036,0.456674,1.5562,2,0,0,0
14,3037,3082,3082,3126,0.454857,1.45298,0,0,1,0
15,3127,3178,3178,3219,0.498599,1.69081,0,0,1,0
16,3220,3270,3270,3318,0.561558,1.6489,0,0,1,0
17,3319,3375,3375,3418,0.500979,1.61693,0,0,1,0
18,3420,3464,3464,3505,0.461158,1.61428,0,0,1,0
19,3506,3554,3554,3595,0.529348,1.82105,0,0,1,0
20,3596,3641,3641,3683,0.514369,1.69873,0,0,1,0
21,3684,3729,3729,3771,0.502355,1.59873,0,0,1,0
22,3773,3820,3820,3861,0.49358,1.69752,0,0,1,0
23,3863,3911,3911,3956,0.4725,1.44207,1,0,1,0
24,3957,4006,4006,4053,0.50221,1.54068,0,0,1,0
25,4054,4103,4103,4147,0.457335,1.45626,0,0,1,0
26,4149,4193,4193,4237,0.459011,1.3842,0,0,0,0
27,4239,4289,4289,4339,0.454658,1.28023,0,0,1,0
28,4340,4398,4398,4447,0.513102,1.44352,0,0,0,0
29,4449,4498,4498,4544,0.549356,1.61026,0,0,1,0
30,4546,4594,4594,4640,0.450645,1.30625,0,0,1,0
31,4641,4691,4691,4741,0.490679,1.35291,1,0,0,0
32,4742,4796,4796,4842,0.484612,1.42857,0,0,1,0
33,4843,4893,4893,4941,0.486739,1.41721,0,0,0,0
34,4942,4992,4992,5040,0.497662,1.43655,0,0,1,0
35,5041,5090,5090,5137,0.507744,1.43155,0,0,1,0
36,5138,5189,5189,5245,0.529321,1.2756,0,0,1,0
37,5246,5303,5303,5356,0.494156,1.2485,0,0,1,0
38,5520,5572,5572,5626,0.444205,1.09476,0,0,0,0
39,5627,5689,5689,5741,0.408951,1.03159,1,0,0,0
40,5743,5811,5811,5880,0.478387,0.933386,0,0,0,0
41,5994,6068,6068,6132,0.472514,0.948746,0,0,0,0
42,6133,6201,6201,6264,0.464728,0.946964,0,0,0,0
43,6339,6442,6442,6509,0.490604,0.87465,0,0,0,0
44,6510,6577,6577,6645,0.468228,0.910963,0,0,0,0
45,6799,6881,6881,6964,0.472093,0.709569,0,0,0,0
46,7108,7198,7198,7271,0.482721,0.827633,0,0,0,0
47,7441,7581,7581,7666,0.476371,0.750581,2,0,0,0
48,7839,7977,7977,8069,0.458073,0.627327,2,0,0,0
49,8271,8406,8406,8490,0.489628,0.772477,0,0,0,0
50,8635,8767,8767,8971,0.0585568,0.190434,0,0,0,0
